,sol_price,sol_volume,sol_price_return,sol_price_MA7,sol_price_MA30,sol_price_RSI,sol_price_MACD,sol_price_Signal,sol_price_MA20,sol_price_BB_upper,sol_price_BB_lower
2022-03-01,98.65355682,3225742519.0,-0.00870968400837846,91.50441088000001,99.01108729133333,44.74339222294088,-4.528933599029656,-6.337025361402316,93.548992158,106.48913108397723,80.60885323202278
2022-03-02,100.64963531,3800592927.0,0.0202332136249479,93.7539607457143,99.041447195,48.89785976937281,-3.593205358055627,-5.788261360732979,93.271333695,105.27249555484556,81.27017183515443
2022-03-03,95.53919983,2309311748.0,-0.05077450568260777,94.66031101857142,98.56012115533333,51.94214148263344,-3.226806798910104,-5.275970448368405,93.229199601,105.19022983870482,81.26816936329519
2022-03-04,88.24597931,2592829728.0,-0.07633746706040423,94.03847612714286,98.10706710866666,48.451588261356406,-3.4847650427828682,-4.917729367251297,92.84558830350001,104.93493325230105,80.75624335469897
2022-03-05,89.64784241,1437161887.0,0.015885858040912915,93.96794455428571,97.71336059633333,48.425844352396005,-3.535327122822409,-4.64124891836552,92.6657753,104.83686574164385,80.49468485835617
2022-03-06,84.54218292,1467561782.0,-0.05695239676432495,93.82839202857141,96.792291769,44.97168698506645,-3.9419417360406044,-4.501387481900537,92.07122078,104.62319409803666,79.51924746196335
2022-03-07,82.13006592,2375648176.0,-0.028531520203145422,91.34406607428572,95.73348388733334,49.14193184276049,-4.408011615501664,-4.482712308620762,90.9340587625,102.69879268541499,79.16932483958502
2022-03-08,82.25476074,2112765959.0,0.0015182603179868526,89.00138091999999,94.63198394833334,46.14768427946889,-4.712985163734686,-4.5287668796435465,89.9501518255,101.11812143917258,78.78218221182742
2022-03-09,88.20206451,2624860794.0,0.07230345959912166,87.22315651999999,93.660214488,52.79432805243323,-4.423786529971551,-4.507770809709148,89.689733887,100.76044271046769,78.61902506353232
2022-03-10,82.93908691,2196400279.0,-0.059669551152096933,85.42314038857144,92.63833465600001,44.787495309806005,-4.566631551040658,-4.51954295797545,89.333415222,100.80469400469772,77.86213643930228
2022-03-11,80.74499512,1852734626.0,-0.02645425542700852,84.35157121857142,91.52918853799999,39.91958008623622,-4.801533045940488,-4.575940975568457,88.795832443,100.83397439224989,76.7576904937501
2022-03-12,81.55381775,1036290480.0,0.010017000171935742,83.19528198142858,90.707555644,42.486381051662185,-4.866332890025063,-4.634019358459779,88.3284526825,100.74236273486028,75.91454263013972
