,btc_price,btc_volume,eth_price,eth_volume,sol_price,sol_volume,btc_price_return,eth_price_return,sol_price_return,btc_price_MA7,btc_price_MA30,eth_price_MA7,eth_price_MA30,sol_price_MA7,sol_price_MA30,btc_price_RSI,btc_price_MACD,btc_price_Signal,btc_price_MA20,btc_price_BB_upper,btc_price_BB_lower,eth_price_RSI,eth_price_MACD,eth_price_Signal,eth_price_MA20,eth_price_BB_upper,eth_price_BB_lower,sol_price_RSI,sol_price_MACD,sol_price_Signal,sol_price_MA20,sol_price_BB_upper,sol_price_BB_lower,btc_volatility_30d,btc_volatility_90d,btc_momentum_14d,btc_momentum_30d,btc_volume_ma20,btc_volume_ma50,btc_price_to_ma50,eth_volatility_30d,eth_volatility_90d,eth_momentum_14d,eth_momentum_30d,eth_volume_ma20,eth_volume_ma50,eth_price_to_ma50,sol_volatility_30d,sol_volatility_90d,sol_momentum_14d,sol_momentum_30d,sol_volume_ma20,sol_volume_ma50,sol_price_to_ma50
2021-01-11,35455.58,40786.96425433,1087.82,391990.39838963,3.10808992,82877500.0,-0.07120472639168351,-0.13390127388535034,-0.10329185251064132,37847.845714285715,,1197.7357142857143,,2.8055212671428573,,,2335.11034595767,1721.257772972413,,,,,128.1100644944321,96.22785779149689,,,,,0.3410462016440796,0.19037158705872548,,,,,,,,,,,,,,,,,,,,,,,,
2021-01-12,34035.02,18267.87445007,1083.62,13753.6015976,3.61339808,73484689.0,-0.04006590782043351,-0.0038609328749241723,0.16257835938028475,37847.270000000004,,1194.9714285714285,,3.013547131428571,,,2033.697052987016,1783.7456289753336,,,,,119.00155948357826,100.78259812991317,,,,,0.392291350958327,0.2307555398386458,,,,,,,,,,,,,,,,,,,,,,,,
2021-01-13,37393.49,13662.38751261,1130.76,122061.98804887,3.51378202,57994893.0,0.09867689221278564,0.04350233476680021,-0.027568526299764917,37924.92,,1183.2442857142855,,3.2399135657142852,,,2042.2831390870851,1835.453130997684,,,,,114.26957909634439,103.47999432319942,,,,,0.4200235474756626,0.2686091413660492,,,,,,,,,,,,,,,,,,,,,,,,
2021-01-14,39134.35,10920.63403101,1233.01,112697.6967462,3.27816391,59283112.0,0.0465551624092857,0.09042590823870666,-0.06705541455300634,37871.18571428571,,1184.1657142857143,,3.3692591185714287,,69.32450770878616,2164.608270486431,1901.2841588954334,,,,77.50506988215949,117.41666478616003,106.26732841579155,,,,67.8618312738079,0.41816871206929385,0.29852105550669816,,,,,,,,,,,,,,,,,,,,,,,,
2021-01-15,36756.57,13499.11727006,1227.63,59085.26012576,3.25016093,45331739.0,-0.060759409572408885,-0.004363306055911842,-0.008542275727756454,37312.54285714286,,1185.5642857142855,,3.373583962857143,,63.342887904522506,2046.0986922894954,1930.2470655742459,,,,77.05066312130162,118.11507477349528,108.6368776873323,,,,67.39237795059971,0.40971618208345806,0.32076008082205015,,,,,,0.2501112145031874,,,,,,,0.6789709784184472,,,,,,,0.7643933945359334,,,,
2021-01-16,36000.0,7688.58269814,1228.19,116544.73802915,3.4470551,68035606.0,-0.020583258992882048,0.00045616350203236955,0.06057982181208499,36706.962857142855,,1178.1471428571426,,3.382394414285714,,57.41851917065651,1869.5787812544077,1918.1134087102782,,,,75.89896770354095,117.36089371202274,110.3816808922704,,,,69.60682987517325,0.4141313566861964,0.33943433599487943,,,,,,0.1174387806508026,,,,,,,0.5835557446589048,,,,,,,0.9158022110949753,,,,
2021-01-17,35819.25,6821.71255949,1232.95,93016.58930532,3.81813908,85407766.0,-0.005020833333333363,0.0038756218500395345,0.10765246543346518,36370.60857142857,,1174.8542857142857,,3.4326841485714286,,55.48681794317815,1695.5551611413975,1873.6017591965021,,,,68.79223473621815,115.81228013152986,111.4678007401223,,,,69.66895664869031,0.4424732342617186,0.3600421156482473,,,,,,0.08222351737258893,,,,,,,0.25897297131712493,,,,,,,0.7662243854347048,,,,
2021-01-18,36616.95,6251.2145414,1257.86,92116.02988287,3.79551506,70601713.0,0.02227014803492522,0.02020357678737983,-0.005925404896460651,36536.51857142857,,1199.1457142857143,,3.53088774,,59.408284796352795,1603.5234911253137,1819.5861055822647,,,,66.89304972566775,115.26630333619732,112.22750125933732,,,,66.75751190923552,0.45783121385209347,0.37959993528901653,,,,,,0.1440694647358547,,,,,,,0.20605973440721015,,,,,,,0.5273106711374835,,,,
2021-01-19,35917.62,6578.85825052,1369.62,179194.96261236,3.64186597,44547768.0,-0.019098532237119548,0.08884931550411013,-0.0404817495309846,36805.46142857143,,1240.0028571428572,,3.5349545814285714,,54.05361665802819,1457.3581258292324,1747.1405096316585,,,,69.38342322957708,122.44029526764712,114.27006006099928,,,,69.87103260326627,0.4523894617493722,0.3941578405810877,,,,,,0.055188673009381795,,,,,,,0.2417563487674188,,,,,,,0.6882241885509313,,,,
2021-01-20,35496.91,12160.46753333,1377.8,149880.62716112,3.72357798,46698656.0,-0.011713192577904596,0.005972459514317796,0.022436852611574798,36534.52142857143,,1275.2942857142857,,3.564925432857143,,46.744605138742195,1292.6721202459375,1656.2468317545142,35941.398,41757.58826357723,30125.207736422773,64.0711105044956,127.31814882912317,116.87967781462407,1152.732,1492.1233512280785,813.3406487719215,74.99511370009506,0.44948888227573747,0.40522404892001773,3.0004257505,4.425332579537405,1.5755189214625946,,,-0.0367172918056311,,15198.0760452695,,,,,0.13600197881024045,,166704.77782085,,,,,0.9300980753341699,,71423067.4,,
2021-01-21,30818.18,21214.6412581,1110.37,211555.64490422,2.99053597,43834765.0,-0.13180668401841178,-0.19409928872114968,-0.1968649546047644,35346.497142857144,,1257.7742857142857,,3.523835727142857,,30.937523712111613,775.6812939884185,1480.133724201295,36012.175,41519.58909247571,30504.760907524298,43.08269333809608,108.35546260145748,115.17483477199076,1171.6915,1448.5289106354994,894.8540893645003,57.96340400441254,0.38361768237729743,0.4009027756114737,3.0578483465,4.374670894697091,1.7410257983029094,,,-0.22000005568141523,,15819.734830446501,,,,,-0.09472834594312551,,173922.160218764,,,,,0.2603697066415531,,72328678.2,,
2021-01-22,32992.06,17019.5834508,1234.77,151687.87291139,3.34622908,63361382.0,0.07053888321763324,0.11203472716301777,0.118939585936497,34808.71,,1258.7942857142857,,3.5375597485714283,,33.88742330528453,535.2067572454762,1291.1483308101313,36050.951499999996,41455.80796611413,30646.09503388586,50.88589578558497,102.18748378945224,112.57736457548307,1194.6505,1400.1410334712905,989.1599665287094,51.8648337076047,0.35601186009359287,0.3919245925078976,3.1351960485,4.315392825212067,1.9549992717879336,,,-0.18872788228903636,,15777.3200580615,,,,,0.013901661958878098,,176419.94710104048,,,,,0.03923804133972375,,73913194.1,,
2021-01-23,32117.49,5255.74586786,1234.52,55607.68996937,3.50411201,27904470.0,-0.026508499317714485,-0.00020246685617564264,0.04718234353518924,34254.065714285716,,1259.6985714285713,,3.545710735714285,,33.26373602369661,270.93529105376365,1087.1057228588577,36001.9345,41535.799394668196,30468.069605331806,47.44882541885374,96.17054900751714,109.29600146188989,1207.41,1386.6163024032705,1028.2036975967296,51.75642608140744,0.34292090132324216,0.3821238542709665,3.2023140495,4.299153065785883,2.105475033214117,,,-0.20183299510475639,,15332.0782874495,,,,,-0.03561412691096855,,166389.6271362775,,,,,0.03507139581420482,,72554746.5,,
2021-01-24,32288.83,4658.70962563,1393.5,134917.83419197,3.6344111,32747555.0,0.005334787992461454,0.12877879661730884,0.03718462470039596,33749.72,,1282.6342857142859,,3.5194638814285715,,36.846093323915696,74.4655635126328,884.5776909896127,36016.082,41508.221428212884,30523.94257178712,56.685271981174274,103.04263088483276,108.04532734647846,1224.9375,1404.9865580954322,1044.8884419045678,52.4537508927752,0.3391507510464917,0.37352923362607154,3.2597797579999996,4.31815751294803,2.2014020030519696,,,-0.1541609897696662,,14442.666768456998,,,,,0.10947452229299359,,157149.5529286705,,,,,0.0485559068689243,,71194354.0,,
2021-01-25,32261.22,10038.75547087,1317.92,149354.54376158,3.69998097,80055958.0,-0.0008550944707503838,-0.05423753139576604,0.018041401535450863,33127.472857142864,,1291.2142857142858,,3.5058161542857142,,41.883777820463166,-82.5148277348344,691.1591872447234,35927.1905,41608.35749936118,30246.023500638817,62.29455641283208,101.22329183275997,106.68092024373476,1235.685,1410.6697511551843,1060.7002488448156,59.43404338671703,0.33756260868098575,0.3663359086370544,3.3369179549999997,4.274990222662191,2.3988456873378086,,,-0.09009470441606093,,14204.279716640998,,,,,0.21152396536191653,,149503.136372673,,,,,0.1904356261352953,,72669391.55,,
2021-01-26,32504.53,11554.71101117,1367.96,110483.29269227,4.04734993,78823456.0,0.0075418722540561145,0.03796892072356428,0.09388398557087729,32639.88857142857,,1290.9771428571428,,3.5637424342857145,,45.86390049298413,-185.15547811122815,515.8962541735331,35709.92,41571.990527141315,29847.849472858677,64.48320123876857,102.63613682805612,105.87196356059904,1243.4405000000002,1427.6690095343902,1059.2119904656101,57.28337757312476,0.3601818146489695,0.36510508983943746,3.4428246025,4.165199370133281,2.720449834866719,,,-0.04496809462723972,,13821.050872713498,,,,,0.2623982576918109,,144056.377802556,,,,,0.12009522349665946,,74097365.6,,
2021-01-27,30424.62,22403.70666206,1240.62,141198.79745693,3.69058704,35195110.0,-0.06398831178300379,-0.09308751717886499,-0.08814728060837584,31915.27571428571,,1271.3799999999999,,3.5590294428571427,,29.768769178513665,-429.38065458149504,326.84087242252747,35255.6265,41283.470640964406,29227.78235903559,55.17319319658698,92.41524744456365,103.18062033739197,1244.1435,1428.2080209845253,1060.0789790154745,52.731673630804934,0.34533906098116196,0.3611518840677824,3.5087167025,4.033502528858149,2.9839308761418515,,,-0.18636586207920147,,13786.123145385,,,,,0.09715589515016432,,140179.3603478865,,,,,0.05031758344531578,,67863607.2,,
2021-01-28,33484.87,17879.35697563,1331.71,108281.42161391,3.82207203,31410527.0,0.10058465808282913,0.07342296593638675,0.03562712071952645,32296.231428571427,,1303.0,,3.677820308571429,,34.7660825651856,-371.7094321057084,187.13081151688033,34896.5165,40399.88306159242,29393.14993840757,54.697047570098796,90.6207016604078,100.66863660199515,1249.837,1437.4853280921766,1062.1886719078234,58.682885482033114,0.3402634661590205,0.35697420048603,3.538825953,4.06293691218639,3.0147149938136097,,,-0.14436115586434928,,13570.893407050002,,,,,0.08004801258708372,,133377.4605619425,,,,,0.1659185248000612,,59113525.85,,
2021-01-29,34249.64,31438.57504282,1379.35,151815.79334246,3.83467603,44053151.0,0.022839270392866817,0.03577355430236295,0.00329768772044825,32475.885714285716,,1323.6542857142856,,3.7475984442857144,,42.5959409147266,-261.28212752089894,97.44822370932448,34597.0455,39494.85332839564,29699.237671604355,56.94103868535665,91.9823458276885,98.93137844713382,1254.799,1450.8769840455527,1058.7210159544472,59.377234194668574,0.33341466148459054,0.35226229268574216,3.5612906575,4.096115244046888,3.026466070953112,,,-0.06820358918147151,,14716.029793554999,,,,,0.12358772594348433,,135191.71144799702,,,,,0.17984189478273005,,56720839.65,,
2021-01-30,34323.0,7281.28566632,1378.15,70078.00563981,4.22427607,53378198.0,0.002141920323833979,-0.0008699749882189467,0.10159920602210559,32790.95857142857,34809.746666666666,1344.1728571428573,1201.4503333333334,3.8504790242857143,3.2267581746666667,44.83879942534324,-165.93535466931644,44.7715080335963,34404.509000000005,39003.97121308032,29805.046786919695,56.85650535864516,91.90520270145362,97.52614329799779,1260.9064999999998,1464.6035045280091,1057.2094954719905,61.74270825518734,0.3553283970646284,0.3528755135615194,3.599198914,4.207981498581894,2.9904163294181054,,,-0.04658333333333331,,14269.144206611,,,,,0.12209837240166421,,130766.13941913951,,,,,0.22547390379689602,,56251400.7,,
2021-01-31,33141.38,4750.12315608,1314.17,46723.36567596,4.26414394,78376267.0,-0.03442647787198094,-0.04642455465660489,0.009437799362388866,32912.75142857143,34934.371333333336,1332.8400000000001,1220.8833333333334,3.940440858571429,3.307493504333334,42.23674834421342,-183.6027508150146,-0.9033437361258763,34288.799,38893.36123708113,29684.236762918863,53.52278838980552,85.69359252903064,95.15963314420436,1272.224,1459.9559358076958,1084.492064192304,57.48792422523528,0.3716282946607876,0.35662606978137307,3.657001615,4.288552407454165,3.025450822545835,0.8966563044859321,,-0.07476063848349712,0.1271566090663967,12467.3021516985,,,1.3261804419357301,,0.06587452856969067,0.7973276074290874,113502.78778345599,,,1.8291421057644826,,0.1168121041834862,1.3148476531241884,56026339.05,,
2021-02-01,33532.74,8374.05662032,1375.28,60834.72958926,4.61160183,39361629.0,0.01180880216816571,0.04650083322553389,0.08148362130571019,33094.39714285714,34978.244999999995,1341.0342857142857,1240.873,4.07067241,3.401237730666667,40.843014711340054,-164.13278767200973,-33.54923252330265,34263.685,38879.54041590812,29647.829584091873,54.9378458847079,84.72525302039094,93.07275711944169,1286.807,1457.3796400100541,1116.234359989946,62.35374004151837,0.4078812279379975,0.36687710141269797,3.7069118024999996,4.4683657693531496,2.9454578356468497,0.8553699436013773,,-0.08422902508264618,0.040855113818899724,11972.611260211,,,1.323305981376048,,0.0933490213537278,0.7732049149679598,115856.84418303901,,,1.8256296543758228,,0.21501344536886102,1.5630332925643207,54320186.05,,
