,eth_price,eth_volume,eth_price_return,eth_price_MA7,eth_price_MA30,eth_price_RSI,eth_price_MACD,eth_price_Signal,eth_price_MA20,eth_price_BB_upper,eth_price_BB_lower
2021-02-24,1625.51,70838.77709831,0.030016348359461098,1818.7457142857143,1659.2913333333333,42.735570569272376,81.52353504900316,126.36549652569899,1785.0595,1999.508419151532,1570.610580848468
2021-02-25,1480.16,44072.41451006,-0.08941809032242187,1753.19,1663.0313333333334,33.07470822252016,52.62282182339709,111.61696158523861,1773.0155,2026.167694661833,1519.863305338167
2021-02-26,1447.06,52364.48905154,-0.022362447302994415,1680.1757142857145,1669.9126666666666,27.472353692010515,26.739666768311054,94.6415026218531,1761.3955,2051.2965823294508,1471.4944176705496
2021-02-27,1459.03,74913.18811541,0.0082719444943542,1614.837142857143,1674.1566666666665,29.38067769679803,7.110987830356862,77.13539966355387,1753.575,2067.497957863361,1439.652042136639
2021-02-28,1421.77,147157.76998849,-0.02553751465014431,1541.4842857142855,1675.5706666666667,28.652915482994416,-11.320951369810928,59.444129456880916,1737.0485,2084.2877288822424,1389.8092711177578
2021-03-01,1570.83,56377.83225247,0.10484114870900352,1511.7857142857142,1681.993333333333,38.96026292201971,-13.742089473990063,44.80688567070673,1726.943,2081.471480696912,1372.414519303088
2021-03-02,1488.8,38100.18145227,-0.05222080046854205,1499.0228571428572,1687.8143333333333,36.72104938047308,-22.026091242518078,31.440290288061767,1714.2259999999999,2084.2174397530353,1344.2345602469645
2021-03-03,1568.0,61937.70970425,0.05319720580333165,1490.8071428571427,1694.2383333333335,37.2398508027461,-21.94744771367209,20.762742687714997,1703.2169999999999,2077.0263514698545,1329.407648530145
2021-03-04,1538.23,81503.09889406,-0.018985969387755097,1499.1028571428574,1698.0413333333336,30.94817096357137,-24.010533863850924,11.808087377401815,1687.8319999999999,2062.2377871010203,1313.4262128989794
2021-03-05,1527.29,60074.77956313,-0.0071120703665902285,1510.5642857142855,1693.375,29.35952095808382,-26.225994136910003,4.20127107453945,1673.3365,2049.0992492405812,1297.5737507594188
2021-03-06,1651.16,76977.07129927,0.08110443989026317,1538.0114285714285,1695.1173333333334,38.22056028280603,-17.78151436068083,-0.1952860125046061,1665.7945,2036.7076472446686,1294.8813527553314
2021-03-07,1727.3,40239.80258044,0.04611303568400382,1581.6585714285716,1695.3260000000002,41.21251563609317,-4.888984457815695,-1.134025701566824,1662.1635,2028.9470348583081,1295.379965141692
2021-03-08,1835.06,65383.83569739,0.06238638337289415,1619.4057142857143,1700.5126666666667,52.48325105782792,13.863954747652087,1.865570388276958,1664.8584999999998,2036.0886142092154,1293.6283857907843
2021-03-09,1872.78,36537.83968677,0.020555186206445475,1674.26,1709.0906666666667,65.1635547687177,31.4074375468349,7.7739438199885464,1665.9345,2039.5565196641155,1292.3124803358846
2021-03-10,1793.51,80810.76160587,-0.04232744903298835,1706.4757142857143,1710.4643333333333,58.37120306146854,38.47087919808223,13.913330895607285,1658.6575,2015.1589362634359,1302.1560637365642
2021-03-11,1826.23,61046.12372644,0.018243555932222266,1747.6185714285714,1712.2406666666668,69.42445639361928,46.1766425522153,20.365993226928886,1652.0610000000001,1989.6068084405545,1314.5151915594458
2021-03-12,1767.48,40877.58101617,-0.032170099056526236,1781.9314285714286,1713.0520000000001,67.48139580559982,47.001082302009536,25.693011041945017,1644.6149999999998,1963.6725434322943,1325.5574565677052
2021-03-13,1920.98,52560.20386912,0.08684681014778106,1820.4771428571428,1717.4786666666666,71.83149179103772,59.35640025638372,32.42568888483276,1643.902,1960.277428655324,1327.526571344676
2021-03-14,1848.37,26691.64731908,-0.03779841539214368,1837.7728571428572,1717.5600000000002,69.50902738397936,62.567815744781,38.45411425682241,1647.3845000000001,1971.448307912802,1323.3206920871983
2021-03-15,1793.21,85342.28664203,-0.029842509887089586,1831.7942857142857,1716.7603333333332,61.125230128872175,59.970630549140196,42.757417515285965,1658.1380000000001,1986.7683123796323,1329.507687620368
2021-03-16,1805.65,87285.79635618,0.006937280073164853,1822.2042857142856,1716.882,67.03769425176105,58.244737526354356,45.85488151749965,1667.145,2001.8287071813168,1332.4612928186832
2021-03-17,1822.3,42379.79355185,0.009221056129371519,1826.317142857143,1717.6280000000002,64.66044044736539,57.5569895737292,48.195303128745564,1684.252,2013.6275872844028,1354.876412715597
2021-03-18,1776.02,32571.47907809,-0.02539647697964109,1819.1442857142854,1717.4566666666665,63.45255201909912,52.670383746758034,49.09031925234806,1700.7,2012.5940120246619,1388.8059879753382
2021-03-19,1809.44,20843.87645642,0.018817355660409207,1825.1385714285714,1716.062666666667,65.56620949144315,50.90759703050685,49.453774807979826,1718.2205000000001,2011.7832056820507,1424.6577943179495
2021-03-20,1803.79,31379.09823626,-0.003122513042709385,1808.3971428571429,1711.554,59.68378443539279,48.495640520275856,49.26214795043904,1737.3215,1997.4804884970097,1477.1625115029904
2021-03-21,1803.79,31379.09823626,0.0,1802.0285714285712,1706.4083333333333,55.372016911775034,46.0532741316872,48.620373186688674,1748.9695,1998.3805728538389,1499.558427146161
2021-03-22,1681.69,39276.54702311,-0.06769080657947979,1786.097142857143,1698.5846666666666,39.441254629820875,33.87474463485364,45.671247476321675,1758.614,1978.8798586345094,1538.3481413654906
2021-03-23,1670.16,33651.58421835,-0.00685619822916228,1766.7414285714287,1689.7486666666666,35.52879670894755,23.027352640071058,41.14246850907155,1763.7220000000002,1969.6471576461136,1557.7968423538869
2021-03-24,1670.16,33651.58421835,0.0,1745.0071428571428,1686.13,40.06539843108199,14.266263725183762,35.767227552293996,1770.3184999999999,1952.966559424612,1587.6704405753878
2021-03-25,1670.16,33651.58421835,0.0,1729.8842857142856,1689.1973333333335,36.730772500807696,7.239584219500557,30.061698885735307,1777.4620000000002,1928.5351932192848,1626.3888067807156
2021-03-26,1699.37,53482.28616506,0.017489342338458558,1714.16,1691.6593333333333,43.90296302927221,3.9819910544269987,24.84575731947365,1779.8725,1923.8313582857788,1635.913641714221
2021-03-27,1699.37,53482.28616506,0.0,1699.242857142857,1698.9663333333333,22.64411801012217,1.3843668817405614,20.153479231927033,1778.4759999999999,1925.0994035171225,1631.8525964828773
2021-03-28,1686.5,22802.84139998,-0.007573394846325354,1682.4871428571428,1706.9476666666667,26.561640265268863,-1.6932516795577612,15.784133049630075,1771.048,1920.6241298997506,1621.4718701002494
2021-03-29,1817.22,49178.38746818,0.07750963533946043,1701.8485714285714,1718.8873333333333,52.85242473923064,6.342611290132027,13.895828697730465,1768.27,1911.8336272656895,1624.7063727343104
2021-03-30,1842.12,37369.22480682,0.013702248489450897,1726.4142857142856,1732.899,54.20810929314839,14.552559641995913,14.027174886583555,1770.7004999999997,1917.6688567052074,1623.732143294792
2021-03-31,1917.91,53215.26280621,0.04114281371463324,1761.8071428571427,1744.4683333333335,59.7071902857027,26.86494014967252,16.59472793920135,1775.2845000000002,1934.7344857536518,1615.8345142463486
2021-04-01,1967.82,39186.05458466,0.026023118915903254,1804.3300000000002,1760.4356666666667,69.33078008466036,40.186663451702316,21.313115041701543,1785.3015,1966.3903807972997,1604.2126192027004
2021-04-02,2134.56,56445.16949676,0.08473335975851448,1866.5,1779.321,75.82695179689239,63.46713995954087,29.74392002526941,1795.9805000000001,2028.6128694248248,1563.3481305751754
2021-04-03,2008.28,40026.19831604,-0.05915973315343681,1910.6299999999999,1794.9893333333332,63.63175788280782,70.90993904734,37.977123829683535,1803.9759999999999,2054.494409568297,1553.4575904317026
2021-04-04,2075.74,24508.82934953,0.03359093353516429,1966.2357142857145,1813.2710000000002,66.63282406331422,81.31452592185701,46.64460424811823,1818.1025000000002,2096.389025639725,1539.8159743602755
2021-04-05,2107.23,30764.05085673,0.015170493414396802,2007.6657142857143,1828.4733333333331,79.27087632411613,91.05162930306665,55.526009259107916,1833.1815,2139.8609060166646,1526.502093983335
2021-04-06,2112.69,32765.44203896,0.0025910792841787877,2046.3185714285714,1841.3196666666665,80.69586448954678,98.0783441538374,64.03647623805381,1847.7009999999998,2178.740352973086,1516.6616470269137
2021-04-07,1963.08,42890.8370441,-0.07081493262144478,2052.7714285714287,1845.587,66.82597307109049,90.53120229442584,69.33542144932821,1857.054,2190.129960509718,1523.9780394902823
2021-04-08,2081.0,35731.7160459,0.060068871365405396,2068.94,1852.5276666666666,70.7839248856692,92.99322844680205,74.06698284882299,1870.632,2217.3946382836984,1523.8693617163015
2021-04-09,2069.47,23571.8153453,-0.005540605478135618,2059.6414285714286,1861.7263333333333,69.063955165451,92.94264234456932,77.84211474797226,1883.916,2240.124087877677,1527.7079121223226
2021-04-10,2134.01,5815.6797451,0.03118672896925312,2077.6028571428574,1871.9856666666667,70.99263924576418,96.9923239756456,81.67215659350694,1900.4270000000001,2271.3077524117034,1529.5462475882969
2021-04-11,2148.15,12969.16074847,0.00662602330823181,2087.947142857143,1884.6746666666666,72.26987235766866,100.18780304300549,85.37528588340665,1923.75,2295.379723019535,1552.120276980465
2021-04-12,2136.77,27358.29497177,-0.005297581640015925,2092.167142857143,1891.8676666666668,67.42081447963798,100.64183589585991,88.42859588589731,1947.0805,2310.1665359387034,1583.9944640612964
2021-04-13,2299.69,42950.00622319,0.07624592258408724,2118.8814285714284,1906.9116666666666,71.68228816209708,112.84711136865644,93.31229898244914,1978.557,2349.6244715834923,1607.4895284165077
2021-04-14,2379.56,15866.08754876,0.03473076806004283,2178.378571428572,1926.4566666666667,71.79136181260324,127.49503817647542,100.1488468212544,2014.027,2396.4197035254087,1631.6342964745916
2021-04-15,2517.35,46713.35027087,0.05790566323185797,2240.714285714286,1950.18,73.95238551864216,148.5101940723282,109.82111627146917,2054.9260000000004,2469.257498168718,1640.5945018312827
2021-04-16,2426.19,74898.11280087,-0.036212683973225746,2291.674285714286,1970.3096666666665,63.6078577761187,156.01061314660228,119.0590156464958,2091.267,2501.770882209987,1680.7631177900128
2021-04-17,2317.11,39844.19803382,-0.04495938075748396,2317.8314285714287,1988.346,64.64551619481196,151.40757267035997,125.52872705126865,2122.7974999999997,2497.7288242308127,1747.8661757691866
2021-04-18,2241.5,116812.93231579,-0.03263116554673717,2331.167142857143,2002.7479999999998,57.8004705882353,140.04419255170433,128.4318201513558,2144.0114999999996,2493.277230250429,1794.7457697495702
2021-04-19,2163.77,117808.72530712,-0.034677671202319904,2335.0242857142857,2014.7473333333332,52.54974114760899,123.34463043535925,127.4143822081565,2160.094,2479.1436079163495,1841.0443920836506
2021-04-20,2187.76,26498.66113672,0.011087130332706474,2319.0342857142855,2027.5463333333335,53.32972579772371,110.76902330220719,124.08531042696664,2173.5865000000003,2471.645648158634,1875.5273518413671
2021-04-21,2358.13,78047.22006521,0.07787417266976271,2315.9728571428573,2050.0943333333335,67.20556083029189,113.24478382976986,121.9172051075273,2193.102,2485.4917259048857,1900.712274095114
2021-04-22,2400.0,119509.33212062,0.01775559447528341,2299.2085714285713,2074.4223333333334,64.87900893673388,117.23400038179443,120.98056416238073,2206.3740000000003,2511.399458154074,1901.3485418459263
2021-04-23,2369.77,121136.76750169,-0.012595833333333362,2291.1485714285714,2097.7426666666665,63.76664099460887,116.61194496948565,120.10684032380172,2224.4485,2522.8180296475543,1926.0789703524456
2021-04-24,2309.86,1517.1178467,-0.02528093443667523,2290.112857142857,2119.066,58.095851940518386,110.01652326503336,118.08877691204805,2236.1544999999996,2528.263378293509,1944.0456217064902
2021-04-25,2321.81,80968.35530876,0.005173473717021704,2301.5857142857144,2139.8140000000003,58.01118225601091,104.54869687818245,115.38076090527494,2246.8835000000004,2534.7866978597885,1958.9803021402122
2021-04-26,2534.69,52277.29011902,0.09168708895215372,2354.574285714286,2167.658,65.47893197236573,116.05522951665353,115.51565462755067,2267.9835,2575.653754058837,1960.3132459411627
2021-04-27,2668.89,50882.36346189,0.05294533059269568,2423.307142857143,2200.4043333333334,64.68996689584924,134.45316557794376,119.3031568176293,2303.274,2625.271440159812,1981.2765598401882
2021-04-28,2750.37,73236.3005285,0.03052954599102997,2479.3414285714284,2231.5093333333334,64.73514802304788,153.8351022005736,126.20954589421817,2336.7425,2698.194968091548,1975.2900319084515
2021-04-29,2758.06,62670.5608645,0.002795987448961368,2530.4928571428572,2262.0406666666668,60.668350839870584,167.88072089692923,134.5437808947604,2371.1719999999996,2755.864221179201,1986.4797788207982
2021-04-30,2777.11,43230.93528918,0.006907028853614605,2588.684285714286,2290.6806666666666,66.61490095072156,178.4916105206048,143.3333468199293,2403.327,2811.3529186865444,1995.301081313456
2021-05-01,2947.57,35886.12777629,0.06138035583754342,2679.785714285714,2323.3390000000004,78.21052066367167,198.3688418722527,154.34044583039397,2443.298,2899.8147867830658,1986.7812132169336
2021-05-02,2951.78,29434.39748166,0.0014282951719553072,2769.781428571429,2350.5796666666665,83.95154968356246,212.01739815206474,165.87583629472815,2484.0485,2969.9158099032597,1998.1811900967398
2021-05-03,3430.16,97660.00808192,0.1620649235376619,2897.7057142857143,2397.9756666666663,93.76913878078622,258.45592631257796,184.3918542982981,2540.572,3176.1089460161843,1905.035053983816
2021-05-04,3238.42,148326.4368224,-0.05589826713622681,2979.067142857143,2436.731666666667,82.53985951611106,276.598523289475,202.8331880965335,2583.515,3285.8036178772936,1881.226382122706
2021-05-05,3528.2,66796.10156661,0.0894819078439486,3090.1857142857148,2484.097333333333,83.7423507494968,310.77704202306086,224.42195888183898,2634.0575,3452.2332942842304,1815.8817057157694
2021-05-06,3490.33,71338.54359967,-0.010733518508021067,3194.7957142857144,2530.0186666666673,81.51552464693063,330.9924963924168,245.73606638395455,2687.2645,3583.229636057496,1791.2993639425044
2021-05-07,3483.81,59582.60744564,-0.001868018210312461,3295.752857142857,2580.709666666667,82.64834829906457,342.53870712177104,265.0965945315179,2745.5995000000003,3690.6687181940415,1800.5302818059592
2021-05-08,3915.0,56881.74597262,0.12376966596915451,3433.957142857143,2641.8430000000003,88.63338788870705,382.0782316861164,288.4929219624376,2829.2745000000004,3877.163735819473,1781.385264180528
2021-05-09,3928.05,41074.20848726,0.0033333333333334103,3573.424285714286,2703.795666666667,88.63940341592496,409.74334943098984,312.74300745614806,2917.4885,4024.8436661556384,1810.1333338443615
2021-05-10,3950.36,115137.10554251,0.005679662937080776,3647.7385714285715,2764.3406666666665,87.4926506809045,428.5285744512639,335.9001208551713,3005.6184999999996,4148.431314976599,1862.8056850233997
2021-05-11,4179.47,72837.01667581,0.05799724582063415,3782.174285714286,2832.051333333334,88.09132355611145,456.63940802041043,360.04797828821916,3096.6855,4310.32919907924,1883.04180092076
2021-05-12,3810.19,120423.3081053,-0.08835570060318654,3822.4585714285718,2887.832,73.33747313532749,444.0014638592529,376.8386754024259,3167.195,4374.253937932242,1960.136062067759
2021-05-13,3720.21,94075.82802929,-0.023615620218414346,3855.2985714285714,2935.1826666666666,70.44578461747693,421.86220317618927,385.8433809571786,3234.717,4404.463992726927,2064.970007273073
2021-05-14,4080.31,54423.32932063,0.0967956110004542,3940.5128571428572,2991.874333333333,74.18726196927966,428.4350080179347,394.3617063693299,3323.2395000000006,4465.942253566946,2180.5367464330548
2021-05-15,3646.01,44467.01917494,-0.10643799123105835,3902.085714285714,3029.496333333334,61.806668424718204,394.0571769621174,394.30080048788744,3389.4494999999997,4437.35969999908,2341.53930000092
2021-05-16,3585.36,64910.57821939,-0.016634622505149466,3853.13,3068.135333333333,60.50971050937875,357.7941221239457,386.99946481509915,3441.983,4411.912106277473,2472.0538937225274
2021-05-17,3281.32,109417.09776892,-0.08480041055849341,3757.552857142857,3100.275666666667,47.37950364799009,301.0515677963308,369.80988541134553,3472.6045,4376.165644745441,2569.043355254559
2021-05-18,3380.57,74068.32228574,0.03024697377884511,3643.424285714286,3138.244666666667,52.586963089141484,261.0817424080701,348.0642568106905,3504.1145000000006,4343.286786444088,2664.9422135559134
2021-05-19,2446.91,296372.55485699,-0.27618419378980474,3448.6699999999996,3147.6826666666666,34.057930416269826,152.31106163483946,308.9136177755203,3488.557,4394.820749435593,2582.2932505644067
2021-05-20,2774.37,145982.44392811,0.133825927394142,3313.55,3167.2363333333337,40.27466108832079,91.47829394487417,265.4265530093911,3488.4199999999996,4395.137304473443,2581.7026955265565
2021-05-21,2436.11,120690.05649731,-0.1219231753515212,3078.664285714286,3169.835666666667,36.94500378802983,15.791102233991296,215.49946285431116,3462.847,4458.3003831502465,2467.3936168497544
2021-05-22,2296.31,69652.03985469,-0.05738657121394364,2885.85,3166.3793333333333,28.250722203560628,-54.84007192392528,161.4315558986639,3430.0735,4533.66022455866,2326.48677544134
2021-05-23,2098.33,127803.34857072,-0.08621658225588014,2673.417142857143,3157.3313333333335,26.57916429862422,-125.3462047037865,104.07600377817384,3363.482,4617.519233000514,2109.444766999486
2021-05-24,2651.7,110531.27367328,0.26371924339832153,2583.4714285714285,3168.726,35.36635385960642,-135.01412976260872,56.25797707001733,3334.1459999999997,4627.340791944193,2040.9512080558063
2021-05-25,2704.31,82662.46400415,0.01984010257570623,2486.862857142857,3181.476,32.6889225815234,-136.85328324444845,17.63572500712418,3292.9515,4612.343094434426,1973.559905565574
2021-05-26,2889.65,54843.01709403,0.06853504221039763,2550.1114285714284,3193.3079999999995,38.71001766091052,-121.9496766191728,-10.281355318135219,3262.9175000000005,4590.711504075143,1935.1234959248573
2021-05-27,2741.07,48572.2880462,-0.05141799179831463,2545.3542857142857,3195.714,38.16148377424191,-120.73585744986394,-32.37225574448097,3225.7805,4569.018813165929,1882.5421868340713
2021-05-28,2413.17,77976.53011364,-0.11962481804550784,2542.077142857143,3184.474,29.68488009358549,-144.5662172750508,-54.811048050594934,3150.689,4499.599763415785,1801.7782365842154
2021-05-29,2279.59,85288.45133274,-0.05535457510245856,2539.6885714285713,3168.525,32.03251562138395,-172.2452032660085,-78.29787909367765,3068.2660000000005,4418.631525663723,1717.9004743362789
2021-05-30,2389.91,48486.58242126,0.04839466746213117,2581.342857142857,3155.6183333333333,34.483340472203835,-183.16765436130572,-99.27183414720326,2990.2435,4305.889455339452,1674.597544660548
2021-05-31,2707.27,65289.0151034,0.1327916113995926,2589.281428571429,3147.608333333333,42.5746416347818,-164.3212823777203,-112.28172379330667,2916.6335,4111.300246789777,1721.9667532102226
2021-06-01,2634.3,57559.94638485,-0.026953351531247227,2579.2799999999997,3137.025666666667,40.28089258411279,-153.50396777658943,-120.52617258996322,2857.839,3980.942701672996,1734.735298327004
2021-06-02,2707.66,34892.24062169,0.027848005162661726,2553.281428571429,3112.9423333333334,54.37663022132405,-137.42745100616958,-123.9064282732045,2807.2115000000003,3855.42564622606,1758.9973537739404
2021-06-03,2856.41,40107.34151395,0.05493673504058849,2569.7585714285715,3100.2086666666664,51.46490582748252,-111.39966777001564,-121.40507617256674,2746.0165,3607.572057527385,1884.4609424726154
2021-06-04,2691.14,35985.5517998,-0.057859340920946245,2609.468571428571,3072.3066666666664,54.85366494239092,-102.92194964744476,-117.70845086754234,2698.273,3448.46661616221,1948.0793838377904
2021-06-05,2629.4,33292.65080334,-0.0229419502515662,2659.441428571429,3043.6089999999995,56.53340551482271,-100.03209129332254,-114.1731789526984,2650.475,3273.773840499826,2027.176159500174
