,btc_price,btc_volume,btc_price_return,btc_price_MA7,btc_price_MA30,btc_price_RSI,btc_price_MACD,btc_price_Signal,btc_price_MA20,btc_price_BB_upper,btc_price_BB_lower
2021-01-26,32504.53,11554.71101117,0.0075418722540561145,32639.88857142857,,45.86390049298413,-185.15547811122815,515.8962541735331,35709.92,41571.990527141315,29847.849472858677
2021-01-27,30424.62,22403.70666206,-0.06398831178300379,31915.27571428571,,29.768769178513665,-429.38065458149504,326.84087242252747,35255.6265,41283.470640964406,29227.78235903559
2021-01-28,33484.87,17879.35697563,0.10058465808282913,32296.231428571427,,34.7660825651856,-371.7094321057084,187.13081151688033,34896.5165,40399.88306159242,29393.14993840757
2021-01-29,34249.64,31438.57504282,0.022839270392866817,32475.885714285716,,42.5959409147266,-261.28212752089894,97.44822370932448,34597.0455,39494.85332839564,29699.237671604355
2021-01-30,34323.0,7281.28566632,0.002141920323833979,32790.95857142857,34809.746666666666,44.83879942534324,-165.93535466931644,44.7715080335963,34404.509000000005,39003.97121308032,29805.046786919695
2021-01-31,33141.38,4750.12315608,-0.03442647787198094,32912.75142857143,34934.371333333336,42.23674834421342,-183.6027508150146,-0.9033437361258763,34288.799,38893.36123708113,29684.236762918863
2021-02-01,33532.74,8374.05662032,0.01180880216816571,33094.39714285714,34978.244999999995,40.843014711340054,-164.13278767200973,-33.54923252330265,34263.685,38879.54041590812,29647.829584091873
2021-02-02,34819.31,3884.64407886,0.038367577478011006,33425.08,35035.62766666667,46.849005536496165,-44.375719253170246,-35.71452986927617,34134.975999999995,38521.21753861714,29748.734461382854
2021-02-03,37691.63,8777.33287657,0.08249215736900006,34463.224285714285,35225.15266666667,55.52003058411637,279.08769012630364,27.245914129839793,34062.84,38139.41675534651,29986.26324465348
2021-02-04,36996.32,11762.80234811,-0.01844733167549395,34964.86,35323.728333333325,69.43278196396871,473.8666269321475,116.57005669030134,34074.8275,38186.01942077776,29963.63557922224
2021-02-05,38320.0,5211.97488137,0.03577869366466713,35546.340000000004,35372.73033333333,67.70552665894812,726.6637241226781,238.5887901767767,34190.8275,38647.167766111095,29734.487233888904
2021-02-06,39282.1,8635.66020711,0.02510699373695191,36254.78285714286,35365.117333333335,73.67134260326917,993.1917777719864,389.50938769581865,34363.97,39326.9875460118,29400.9524539882
2021-02-07,38858.39,5973.24016085,-0.010786337797622836,37071.49857142857,35304.827999999994,71.3493150862999,1156.8914006850027,542.9857902936556,34476.042,39745.06806823809,29207.01593176191
2021-02-08,46416.45,19053.71343569,0.19450265438171765,38912.02857142857,35510.741,80.88459190455015,1874.8843086574852,809.3654939664216,35000.983499999995,42496.335661522,27505.631338477993
2021-02-09,46505.2,12505.08248337,0.0019120376504451198,40581.44142857143,35788.456666666665,80.75479191644587,2423.127933893382,1132.1179819518138,35551.398,44646.20132670221,26456.59467329779
2021-02-10,44854.63,9483.3289564,-0.03549216001651423,41604.72714285714,36101.75833333333,82.30729929524016,2693.380142452639,1444.370414051979,36253.220499999996,45956.11266188217,26550.32833811782
2021-02-11,47981.48,9390.81635484,0.06971075226793766,43174.03571428572,36566.64033333333,82.35990576377638,3123.857740127816,1780.2678792671466,37002.6915,47888.47962701805,26116.90337298195
2021-02-12,47395.84,5970.13590277,-0.012205542638534794,44470.58428571428,36900.051999999996,79.58204132331826,3378.8092740314096,2099.976158219999,37766.609,49332.05447626682,26201.163523733172
2021-02-13,47228.48,4271.67215148,-0.0035311115912280977,45605.781428571434,37169.85633333334,78.91802867271073,3526.702022542413,2385.321331084482,38513.591499999995,50511.126738083854,26516.056261916136
2021-02-14,48662.5,5201.6939256,0.030363458658843046,47006.368571428575,37566.72066666667,84.39004178797589,3716.7768309479943,2651.612431057185,39333.6555,51766.0168464682,26901.294153531802
2021-02-15,47659.76,4939.74278634,-0.02060601078859492,47183.98428571429,37955.37933333334,80.47548330980497,3743.3487539899943,2869.9596956437467,40091.417,52618.2736420187,27564.5603579813
2021-02-16,49166.53,8376.07608814,0.03161514031963231,47564.17428571428,38400.28866666667,80.65923066534235,3841.706143792253,3064.308985273448,41028.5125,53312.24504192348,28744.77995807651
2021-02-17,52174.28,9571.64796874,0.06117474631624398,48609.83857142857,38918.86633333333,80.7705333418886,4114.92112276789,3274.4314127723364,41962.983,54666.772680795984,29259.193319204016
2021-02-18,51579.54,6330.14291878,-0.0113991031596411,49123.84714285714,39440.93033333333,81.1171890269768,4234.641107745752,3466.47335176702,42829.477999999996,55681.27312183019,29977.6828781698
2021-02-19,55988.58,9229.78250415,0.08548040560268677,50351.38142857143,40123.986000000004,83.3141891764493,4631.899089050392,3699.5584992236945,43912.757,57383.059301528796,30442.4546984712
2021-02-20,55936.04,5187.25046252,-0.000938405653438612,51595.31857142857,40961.24800000001,82.51637930159237,4886.164697319829,3936.8797388429216,45052.49,58542.75865516416,31562.221344835838
2021-02-21,57492.91,3562.96950963,0.027833039307037177,52856.805714285714,41777.943,84.84168919702189,5153.887613230989,4180.281313720536,46250.4985,59688.816277223945,32812.18072277606
2021-02-22,54173.65,17002.83273081,-0.05773337964629033,53787.36142857142,42513.14833333333,67.236000693244,5040.123999050491,4352.2498507865275,47218.215500000006,59959.937787661635,34476.49321233838
2021-02-23,48887.93,17766.39814895,-0.09756994405951969,53747.561428571425,43066.45166666667,54.30097686379034,4471.902774276023,4376.180435484426,47778.0305,59715.88555818574,35840.17544181426
2021-02-24,49754.0,8774.36674339,0.01771541564553858,53401.807142857135,43649.54433333334,59.10143535087945,4044.8415551589787,4309.912659419337,48415.9145,59239.42764999643,37592.401350003565
