,btc_price,btc_volume,eth_price,eth_volume,sol_price,sol_volume,btc_price_return,eth_price_return,sol_price_return,btc_price_MA7,btc_price_MA30,eth_price_MA7,eth_price_MA30,sol_price_MA7,sol_price_MA30,btc_price_RSI,btc_price_MACD,btc_price_Signal,btc_price_MA20,btc_price_BB_upper,btc_price_BB_lower,eth_price_RSI,eth_price_MACD,eth_price_Signal,eth_price_MA20,eth_price_BB_upper,eth_price_BB_lower,sol_price_RSI,sol_price_MACD,sol_price_Signal,sol_price_MA20,sol_price_BB_upper,sol_price_BB_lower
2021-11-20,59768.54,1172.15930996,4415.51,8929.16457495,218.01527405,2003638941.0,0.028213158594184717,0.02677682798649439,0.012705591934287774,60635.23857142857,62091.61633333333,4344.34,4404.581666666667,220.38801356857144,220.37048543333333,46.08831641703103,-123.40875040235551,848.3577953586,62585.7625,68187.18623933382,56984.33876066617,47.118777161051604,47.71457194924096,120.69184907257343,4515.8905,4920.995804956814,4110.785195043187,31.98082933755161,4.948095498497338,10.576395227810218,231.4023612985,263.9097721061655,198.89495049083453
2021-11-21,58678.47,895.6750948,4265.94,5343.96313025,231.28262329,2636480460.0,-0.018238190191696146,-0.033873776755120155,0.06085513640185258,59659.32428571429,62024.14266666667,4292.21,4414.432333333333,219.36759948857144,221.53218841599997,39.49981119549378,-314.9553401506564,615.6951682567488,62473.54349999999,68300.62270298162,56646.46429701836,40.808360548661,33.2021951049519,103.19391827904914,4512.99,4924.659208646106,4101.320791353894,42.123651821466424,5.286879095723407,9.518492001392856,232.789237977,262.54258919630615,203.03588675769385
2021-11-22,56294.11,2943.16049271,4094.09,29628.13688591,215.73727417,3254258844.0,-0.04063432465093242,-0.04028420465360494,-0.06721364925244744,58614.75571428572,61855.98766666666,4225.322857142857,4411.823,216.2509809228571,222.13330230766667,22.022774404251876,-651.6435761055836,362.22741938428237,62125.248999999996,68555.87065382535,55694.62734617465,31.036177950691425,7.744894784155804,84.10411358007049,4487.915500000001,4937.727459143335,4038.1035408566663,37.59184261509934,4.251973675479206,8.465188336210126,232.56412201000003,262.78177602098907,202.346467999011
2021-11-23,57579.99,2732.08480061,4342.53,29680.93324532,221.8368988,2328763768.0,0.02284217656163312,0.060682593689928455,0.02827339250237082,58248.71000000001,61744.981999999996,4244.288571428571,4420.501666666666,216.62210518999998,222.782466126,27.49147434372273,-805.4271960006881,128.69649630728824,61857.7125,68585.58587680725,55129.83912319276,40.52820487946838,7.530031059495741,68.78929707595555,4474.6945,4925.318191272146,4024.070808727854,43.25112095876832,3.8792745426328565,7.548005577494672,231.51102600149997,261.6801756280098,201.34187637499014
2021-11-24,57185.06,1809.45432912,4270.67,13289.92855615,214.92153931,2293934142.0,-0.0068588063318524295,-0.016547957066502583,-0.031173170592484034,57793.19714285714,61547.76966666666,4241.265714285714,4422.160999999999,216.08014788,222.94304097566666,29.82745160619102,-948.2386680438576,-86.69053656294095,61644.103,68689.31132503932,54598.894674960684,41.06681214551817,1.543456562289066,55.34012897322225,4461.318,4919.818430102477,4002.8175698975238,42.75895889670748,2.9914129317402853,6.636687048343796,229.88771438650002,259.95353955384894,199.8218892191511
2021-11-25,58990.14,1362.17480499,4525.78,10134.06504526,206.25299072,2586718627.0,0.03156558723554714,0.05973535768392302,-0.04033354971228165,58089.26571428571,61503.167,4316.411428571429,4435.289999999999,217.61808776857146,223.157898967,36.03673672096461,-905.3268735700622,-250.4178039643652,61542.014500000005,68683.09446741303,54400.93453258699,45.50705537503691,17.186186439836092,47.70934046654502,4463.607,4922.956449094154,4004.2575509058456,39.89051678309561,1.570196535038292,5.623388945682696,228.37664718650004,260.0437673352081,196.709527037792
2021-11-26,53789.35,5221.84056738,4045.9,36211.3419067,191.51174927,3380122748.0,-0.08816371685166369,-0.10603255129502531,-0.07147164944634465,57469.38,61347.282,4280.0599999999995,4439.379333333333,214.22262137285716,223.415804037,29.603192025915135,-1276.2672411638705,-455.58769140426625,61154.36,69092.60382236559,53216.11617763441,38.063380683222015,-9.034993131200281,36.36047374699596,4439.7695,4934.348031190632,3945.1909688093683,37.45459780952939,-0.7371255613526273,4.351286044275631,225.00551834149996,257.32396550221245,192.68707118078746
2021-11-27,54774.66,1360.56586778,4100.3,9399.45915643,193.10215759,1443178833.0,0.018317938402304668,0.013445710472330008,0.008304494768923032,56755.96857142857,61153.34533333334,4235.03,4433.062333333333,210.66360473571427,223.35707651833337,31.558558689500785,-1473.7454523423294,-659.2192435918789,60728.09299999999,69085.72268343002,52370.463316569956,39.73145067814723,-25.136088314990047,24.061161334598758,4413.897,4923.192156821712,3904.6018431782873,32.04670069714456,-2.409586077882807,2.9991116198439434,222.16945190450002,255.26363031810428,189.07527349089577
2021-11-28,57338.55,1377.55454862,4300.86,13333.77599878,200.676651,2033215941.0,0.046807958278517914,0.048913494134575464,0.03922531733737733,56564.55142857142,60987.91066666666,4240.018571428571,4429.191000000001,206.29132298,223.37353973433335,35.20550346030285,-1407.143190988223,-808.8040330711478,60217.070499999994,68049.42186491411,52384.71913508588,44.1956920176034,-21.465367010951013,14.955855665488805,4388.360500000001,4863.7855794028565,3912.9354205971445,36.50557055288687,-3.0882256284647553,1.7816441701822034,219.7799255375,251.76179676089546,187.79805431410452
2021-11-29,57845.12,2069.734969,4448.71,15407.04789731,204.31936646,2110532147.0,0.008834719399077873,0.03437684556112042,0.01815216390072205,56786.124285714286,60851.67133333334,4290.678571428572,4433.372333333334,204.66019330714286,223.67031656966668,39.01369509822507,-1298.515969802087,-906.7464204173357,59762.0405,66981.93387439991,52542.147125600095,48.056250491969344,-6.550524199969004,10.654579692397244,4374.1415,4822.389038251322,3925.8939617486776,38.350239446671715,-3.29414283933707,0.7664867682783488,218.03523712199998,249.3536054520961,186.71686879190386
2021-11-30,56974.12,3562.71762735,4630.88,53996.46762082,208.67098999,2888387657.0,-0.015057449962935454,0.04094894924596115,0.021298145180241423,56699.57142857143,60705.494,4331.871428571429,4444.782333333334,202.77934919142857,223.87864888566668,43.29514532451203,-1268.0927512681956,-979.0156865875077,59364.675,66256.28394045716,52473.06605954285,57.65217675726949,19.741623577295286,12.471988469376852,4373.976000000001,4821.821532834649,3926.1304671653525,45.89355316024479,-3.070795838745994,-0.0009697531265198123,216.77981033349997,247.44704124787737,186.11257941912257
2021-12-01,57251.59,2515.54071956,4587.58,35230.738646,229.79924011,3532771294.0,0.004870105935817826,-0.009350274677815018,0.10125149701457059,56709.07571428572,60583.11866666667,4377.144285714286,4453.570000000001,204.90473502,224.753787232,43.40564594279707,-1207.671337872489,-1024.7468168445039,58986.188,65433.10152898862,52539.274471011384,55.45098993294776,36.6617778349555,17.309946342492584,4367.1795,4796.42988809896,3937.92911190104,53.71247019185689,-1.1753695940806779,-0.23584972131735144,216.55773468049998,246.75327346511403,186.36219589588592
2021-12-02,56547.96,2758.14469791,4516.03,19141.4870112,233.99304199,4074103518.0,-0.012290139016226442,-0.015596458263398172,0.01824985094812548,56360.19285714285,60359.384,4375.751428571429,4450.918333333334,208.86759948714285,225.21223551466667,49.116389880238195,-1202.7000158345763,-1060.3374566425184,58605.6655,64653.195219972986,52558.13578002702,60.35734204286018,43.79281860280935,22.606520794555937,4359.2835,4770.191839082232,3948.375160917767,64.78181475534385,0.6575937913873986,-0.05716101877640145,216.8322822575,247.5798964589302,186.0846680560698
2021-12-03,53743.69,2964.76818531,4222.8,29029.99814945,211.22439575,4061060881.0,-0.049591002044989674,-0.06493092384240129,-0.0973048003751027,56353.67,60053.14966666667,4401.022857142857,4438.113333333333,211.68369184142858,224.1564214073333,40.26159717570638,-1408.80157246202,-1130.0302798064188,58071.974,63837.28853163575,52306.659468364254,48.43938637863594,25.489185943973098,23.183053824439373,4338.1224999999995,4730.006227862116,3946.2387721378827,48.47787983657706,0.2698800053992443,0.008247186058727693,215.3022506715,243.77464208335118,186.8298592596488
2021-12-04,49234.97,10025.68966854,4124.51,55450.38539722,201.12483215,5949505665.0,-0.08389301144004069,-0.02327602538599982,-0.04781438036141239,55562.28571428572,59645.74033333334,4404.481428571429,4424.323666666666,212.82978820714285,222.6143234253333,29.249896678626598,-1913.8924037517572,-1286.8027045954866,57258.22900000001,63194.9349734109,51321.523026589115,44.104681409690194,3.0174602318484176,19.149935105921184,4312.8055,4690.2185692225075,3935.3924307774932,43.99288522624922,-0.8426231056216125,-0.16192687227734034,213.43721618650002,240.3775500597307,186.49688231326934
2021-12-05,49463.22,5156.66613697,4198.73,20058.71141776,196.16825867,3402591975.0,0.004635932549567956,0.01799486484455115,-0.024644264097152146,54437.23857142857,59260.117333333335,4389.891428571429,4414.948,212.18573216,221.270787557,31.20882213200163,-2269.6001216710574,-1483.362188010601,56551.0855,62670.54638204879,50431.62461795121,48.59552557560256,-8.702295927017076,13.579488899333533,4294.627,4656.129573280434,3933.124426719567,36.726877246052396,-2.100035984676481,-0.5495486947571685,211.36794891350002,236.82562042412425,185.91027740287578
2021-12-06,50555.0,4652.11767659,4357.06,51987.00051643,194.19921875,3693853028.0,0.022072562198740764,0.03770902153746514,-0.010037505217968867,53395.79285714286,58893.869333333336,4376.7985714285705,4409.428333333333,210.73999677285715,219.11295064300003,37.645909580726695,-2435.330554551758,-1673.7558613188323,56071.719999999994,62500.886751691294,49642.55324830869,55.52646068619994,-5.154956211859826,9.832599877094863,4301.9915,4662.214231289751,3941.768768710249,40.9275166985302,-3.2183309008057677,-1.0833051359668884,210.1159584045,236.3934401557395,183.83847665326047
2021-12-07,50627.32,1719.31761862,4311.66,15870.26106595,190.59690857,2556849839.0,0.0014305212145189206,-0.010419870279500532,-0.018549560617117544,52489.107142857145,58471.44666666667,4331.1957142857145,4399.225333333334,208.15798514142858,217.13873138433334,34.20853356567022,-2531.6541637368937,-1845.3355218024446,55584.4035,62117.27941279122,49051.52758720878,49.2907198492751,-5.938607931188017,6.678358315438287,4302.983,4663.197129013572,3942.7688709864283,36.55796136622761,-4.345175525798169,-1.7356792139331445,208.710041809,236.03813550450752,181.38194811349246
2021-12-08,50543.3,1598.43571319,4442.56,11704.28066716,194.6217041,2277446203.0,-0.0016595782672279569,0.030359536698162826,0.021116793342541573,51530.77999999999,57904.25666666667,4310.478571428571,4386.924333333333,203.13262285428573,215.343882243,34.698591445461716,-2584.973069352178,-1993.2630313123914,55265.6855,62137.845198363386,48393.52580163661,53.84508699484161,3.957261609863963,6.134138974323423,4325.1230000000005,4660.436364268105,3989.8096357318964,41.04250515737313,-4.857447021324447,-2.3600327754114048,208.66675643900004,236.08562502306594,181.24788785493413
