,btc_price,btc_volume,eth_price,eth_volume,sol_price,sol_volume,btc_price_return,eth_price_return,sol_price_return,btc_price_MA7,btc_price_MA30,eth_price_MA7,eth_price_MA30,sol_price_MA7,sol_price_MA30,btc_price_RSI,btc_price_MACD,btc_price_Signal,btc_price_MA20,btc_price_BB_upper,btc_price_BB_lower,eth_price_RSI,eth_price_MACD,eth_price_Signal,eth_price_MA20,eth_price_BB_upper,eth_price_BB_lower,sol_price_RSI,sol_price_MACD,sol_price_Signal,sol_price_MA20,sol_price_BB_upper,sol_price_BB_lower
2021-01-01,29402.64,8781.46555456,731.18,67207.99694594,1.84208405,25722549.0,,,,,,,,,,,0.0,0.0,,,,,0.0,0.0,,,,,0.0,0.0,,,
2021-01-02,32216.53,17867.8788985,775.59,101732.13526586,1.79927504,31671064.0,0.09570195057314579,0.060737438113734,-0.023239444475945614,,,,,,,,224.46985754985508,44.89397150997102,,,,,3.5426780626780783,0.7085356125356157,,,,,-0.0034149637606839534,-0.0006829927521367907,,,
2021-01-03,33097.83,14160.5812801,979.33,256214.08926463,2.16175199,55073422.0,0.02735552214965442,0.2626903389677535,0.20145722134843824,,,,,,,,468.0816279088649,129.5315027897498,,,,,22.530671666626063,5.072962823353706,,,,,0.022863951968246532,0.004026396191939874,,,
2021-01-04,32005.88,22446.94000548,1042.95,319719.31834411,2.48509693,59955405.0,-0.032991588874557665,0.06496278067658512,0.14957540989704388,,,,,,,,566.5041644817757,216.92603512815498,,,,,42.22564475613933,12.503499209910832,,,,,0.06898618654825506,0.01701835426320291,,,
2021-01-05,34039.05,14806.49650719,1102.97,302282.87488153,2.15721703,50555207.0,0.06352488980149906,0.05754830049379156,-0.13193847533343506,,,,,,,,799.3501499507875,333.41085809268145,,,,,61.96289552705559,22.395378473339786,,,,,0.07818001151494847,0.029250685713552025,,,
2021-01-06,36849.94,19219.28788972,1212.85,219418.46409461,1.92921698,50263975.0,0.08257839158260882,0.09962192988023233,-0.10569175323078173,,,,,,,,1196.9004787376143,506.10878222166804,,,,,85.4857798002572,35.01345873872327,,,,,0.06630417225506502,0.03666138302185462,,,
2021-01-07,39510.49,23102.26120863,1226.56,218739.14655032,2.37274504,159870278.0,0.0721995748161326,0.011303953497959318,0.22990055789370034,33874.62285714286,,1010.2042857142858,,2.10676958,,,1706.9692493969487,746.2808756567242,,,,,104.03486827868869,48.81774064671636,,,,,0.0916252924673493,0.04765416491095356,,,
2021-01-08,40667.07,22183.95174233,1217.84,244319.41733279,3.21988702,206412154.0,0.029272732380691835,-0.0071093138533785405,0.35703034490380814,35483.827142857146,,1079.7271428571428,,2.3035985757142856,,,2179.4059301198213,1032.9058865493437,,,,,116.68643482699031,62.39147948277115,,,,,0.17799789169386981,0.07372291026753683,,,
2021-01-09,40239.06,8535.84731272,1280.11,115530.77562137,3.38538194,91906875.0,-0.010524731680939925,0.051131511528607954,0.051397741278512266,36629.90285714286,,1151.8014285714285,,2.5301852757142855,,,2490.56884601244,1324.438478441963,,,,,130.23627830697615,75.96043924761216,,,,,0.2568421395016127,0.11034675611435202,,,
2021-01-10,38173.73,16218.9974052,1256.0,158589.44621696,3.46611094,62766977.0,-0.051326497189546516,-0.018834318925717297,0.02384634922463147,37355.03142857143,,1191.3257142857142,,2.7165222685714285,,,2541.2192348626413,1567.7946297260987,,,,,137.44477358836673,88.25730611576307,,,,,0.32212764260452653,0.15270293341238694,,,
2021-01-11,35455.58,40786.96425433,1087.82,391990.39838963,3.10808992,82877500.0,-0.07120472639168351,-0.13390127388535034,-0.10329185251064132,37847.845714285715,,1197.7357142857143,,2.8055212671428573,,,2335.11034595767,1721.257772972413,,,,,128.1100644944321,96.22785779149689,,,,,0.3410462016440796,0.19037158705872548,,,
2021-01-12,34035.02,18267.87445007,1083.62,13753.6015976,3.61339808,73484689.0,-0.04006590782043351,-0.0038609328749241723,0.16257835938028475,37847.270000000004,,1194.9714285714285,,3.013547131428571,,,2033.697052987016,1783.7456289753336,,,,,119.00155948357826,100.78259812991317,,,,,0.392291350958327,0.2307555398386458,,,
2021-01-13,37393.49,13662.38751261,1130.76,122061.98804887,3.51378202,57994893.0,0.09867689221278564,0.04350233476680021,-0.027568526299764917,37924.92,,1183.2442857142855,,3.2399135657142852,,,2042.2831390870851,1835.453130997684,,,,,114.26957909634439,103.47999432319942,,,,,0.4200235474756626,0.2686091413660492,,,
2021-01-14,39134.35,10920.63403101,1233.01,112697.6967462,3.27816391,59283112.0,0.0465551624092857,0.09042590823870666,-0.06705541455300634,37871.18571428571,,1184.1657142857143,,3.3692591185714287,,69.32450770878616,2164.608270486431,1901.2841588954334,,,,77.50506988215949,117.41666478616003,106.26732841579155,,,,67.8618312738079,0.41816871206929385,0.29852105550669816,,,
2021-01-15,36756.57,13499.11727006,1227.63,59085.26012576,3.25016093,45331739.0,-0.060759409572408885,-0.004363306055911842,-0.008542275727756454,37312.54285714286,,1185.5642857142855,,3.373583962857143,,63.342887904522506,2046.0986922894954,1930.2470655742459,,,,77.05066312130162,118.11507477349528,108.6368776873323,,,,67.39237795059971,0.40971618208345806,0.32076008082205015,,,
2021-01-16,36000.0,7688.58269814,1228.19,116544.73802915,3.4470551,68035606.0,-0.020583258992882048,0.00045616350203236955,0.06057982181208499,36706.962857142855,,1178.1471428571426,,3.382394414285714,,57.41851917065651,1869.5787812544077,1918.1134087102782,,,,75.89896770354095,117.36089371202274,110.3816808922704,,,,69.60682987517325,0.4141313566861964,0.33943433599487943,,,
2021-01-17,35819.25,6821.71255949,1232.95,93016.58930532,3.81813908,85407766.0,-0.005020833333333363,0.0038756218500395345,0.10765246543346518,36370.60857142857,,1174.8542857142857,,3.4326841485714286,,55.48681794317815,1695.5551611413975,1873.6017591965021,,,,68.79223473621815,115.81228013152986,111.4678007401223,,,,69.66895664869031,0.4424732342617186,0.3600421156482473,,,
2021-01-18,36616.95,6251.2145414,1257.86,92116.02988287,3.79551506,70601713.0,0.02227014803492522,0.02020357678737983,-0.005925404896460651,36536.51857142857,,1199.1457142857143,,3.53088774,,59.408284796352795,1603.5234911253137,1819.5861055822647,,,,66.89304972566775,115.26630333619732,112.22750125933732,,,,66.75751190923552,0.45783121385209347,0.37959993528901653,,,
2021-01-19,35917.62,6578.85825052,1369.62,179194.96261236,3.64186597,44547768.0,-0.019098532237119548,0.08884931550411013,-0.0404817495309846,36805.46142857143,,1240.0028571428572,,3.5349545814285714,,54.05361665802819,1457.3581258292324,1747.1405096316585,,,,69.38342322957708,122.44029526764712,114.27006006099928,,,,69.87103260326627,0.4523894617493722,0.3941578405810877,,,
2021-01-20,35496.91,12160.46753333,1377.8,149880.62716112,3.72357798,46698656.0,-0.011713192577904596,0.005972459514317796,0.022436852611574798,36534.52142857143,,1275.2942857142857,,3.564925432857143,,46.744605138742195,1292.6721202459375,1656.2468317545142,35941.398,41757.58826357723,30125.207736422773,64.0711105044956,127.31814882912317,116.87967781462407,1152.732,1492.1233512280785,813.3406487719215,74.99511370009506,0.44948888227573747,0.40522404892001773,3.0004257505,4.425332579537405,1.5755189214625946
2021-01-21,30818.18,21214.6412581,1110.37,211555.64490422,2.99053597,43834765.0,-0.13180668401841178,-0.19409928872114968,-0.1968649546047644,35346.497142857144,,1257.7742857142857,,3.523835727142857,,30.937523712111613,775.6812939884185,1480.133724201295,36012.175,41519.58909247571,30504.760907524298,43.08269333809608,108.35546260145748,115.17483477199076,1171.6915,1448.5289106354994,894.8540893645003,57.96340400441254,0.38361768237729743,0.4009027756114737,3.0578483465,4.374670894697091,1.7410257983029094
2021-01-22,32992.06,17019.5834508,1234.77,151687.87291139,3.34622908,63361382.0,0.07053888321763324,0.11203472716301777,0.118939585936497,34808.71,,1258.7942857142857,,3.5375597485714283,,33.88742330528453,535.2067572454762,1291.1483308101313,36050.951499999996,41455.80796611413,30646.09503388586,50.88589578558497,102.18748378945224,112.57736457548307,1194.6505,1400.1410334712905,989.1599665287094,51.8648337076047,0.35601186009359287,0.3919245925078976,3.1351960485,4.315392825212067,1.9549992717879336
2021-01-23,32117.49,5255.74586786,1234.52,55607.68996937,3.50411201,27904470.0,-0.026508499317714485,-0.00020246685617564264,0.04718234353518924,34254.065714285716,,1259.6985714285713,,3.545710735714285,,33.26373602369661,270.93529105376365,1087.1057228588577,36001.9345,41535.799394668196,30468.069605331806,47.44882541885374,96.17054900751714,109.29600146188989,1207.41,1386.6163024032705,1028.2036975967296,51.75642608140744,0.34292090132324216,0.3821238542709665,3.2023140495,4.299153065785883,2.105475033214117
2021-01-24,32288.83,4658.70962563,1393.5,134917.83419197,3.6344111,32747555.0,0.005334787992461454,0.12877879661730884,0.03718462470039596,33749.72,,1282.6342857142859,,3.5194638814285715,,36.846093323915696,74.4655635126328,884.5776909896127,36016.082,41508.221428212884,30523.94257178712,56.685271981174274,103.04263088483276,108.04532734647846,1224.9375,1404.9865580954322,1044.8884419045678,52.4537508927752,0.3391507510464917,0.37352923362607154,3.2597797579999996,4.31815751294803,2.2014020030519696
2021-01-25,32261.22,10038.75547087,1317.92,149354.54376158,3.69998097,80055958.0,-0.0008550944707503838,-0.05423753139576604,0.018041401535450863,33127.472857142864,,1291.2142857142858,,3.5058161542857142,,41.883777820463166,-82.5148277348344,691.1591872447234,35927.1905,41608.35749936118,30246.023500638817,62.29455641283208,101.22329183275997,106.68092024373476,1235.685,1410.6697511551843,1060.7002488448156,59.43404338671703,0.33756260868098575,0.3663359086370544,3.3369179549999997,4.274990222662191,2.3988456873378086
2021-01-26,32504.53,11554.71101117,1367.96,110483.29269227,4.04734993,78823456.0,0.0075418722540561145,0.03796892072356428,0.09388398557087729,32639.88857142857,,1290.9771428571428,,3.5637424342857145,,45.86390049298413,-185.15547811122815,515.8962541735331,35709.92,41571.990527141315,29847.849472858677,64.48320123876857,102.63613682805612,105.87196356059904,1243.4405000000002,1427.6690095343902,1059.2119904656101,57.28337757312476,0.3601818146489695,0.36510508983943746,3.4428246025,4.165199370133281,2.720449834866719
