date,btc_return,btc_volume_change,eth_return,eth_volume_change,sol_return,sol_volume_change
2021-01-01,,,,,,
2021-01-02,0.09570195057314582,1.0347262979607825,0.060737438113733964,0.5136909279961153,-0.0232394444759456,0.23125682450833313
2021-01-03,0.02735552214965423,-0.20748392349531908,0.26269033896775357,1.5185167754029456,0.20145722134843821,0.7389192229222232
2021-01-04,-0.03299158887455764,0.5851708034771778,0.06496278067658501,0.24786001918063452,0.14957540989704374,0.08864499104486372
2021-01-05,0.06352488980149898,-0.34037795336133697,0.05754830049379165,-0.05453672162472638,-0.13193847533343497,-0.15678649823147722
2021-01-06,0.0825783915826088,0.29803075834902326,0.09962192988023247,-0.2741286975631551,-0.1056917532307818,-0.005760672684022439
2021-01-07,0.07219957481613268,0.20203523362522302,0.011303953497959351,-0.003095990791354224,0.22990055789370048,2.18061351096884
2021-01-08,0.02927273238069181,-0.03974976553191077,-0.007109313853378554,0.1169441829955452,0.35703034490380814,0.2911227564137969
2021-01-09,-0.010524731680939885,-0.6152242210105227,0.05113151152860803,-0.5271322399070544,0.051397741278512314,-0.5547409722782118
2021-01-10,-0.051326497189546676,0.9001039745674313,-0.01883431892571732,0.3727030340097997,0.023846349224631358,-0.31705895777655374
2021-01-11,-0.0712047263916835,1.5147648301154066,-0.1339012738853503,1.4717306714935072,-0.10329185251064123,0.32039973822540474
2021-01-12,-0.040065907820433344,-0.5521148782694545,-0.00386093287492416,-0.9649134222315078,0.1625783593802846,-0.1133336671593617
2021-01-13,0.09867689221278554,-0.25210852800897987,0.04350233476680017,7.874910850272832,-0.027568526299764903,-0.2107894339731097
2021-01-14,0.04655516240928568,-0.2006789427594144,0.0904259082387067,-0.07671750601768682,-0.06705541455300634,0.022212628274010264
2021-01-15,-0.06075940957240889,0.23611112978680485,-0.004363306055911956,-0.47571900906881426,-0.008542275727756395,-0.2353346936307932
2021-01-16,-0.02058325899288209,-0.4304381135207498,0.00045616350203237134,0.9724841319322348,0.06057982181208486,0.5008382096261518
2021-01-17,-0.005020833333333334,-0.1127477160204976,0.003875621850039489,-0.20188083238854743,0.10765246543346522,0.2553392410438734
2021-01-18,0.022270148034925354,-0.08362973565873189,0.02020357678737986,-0.009681707630603192,-0.0059254048964607125,-0.17335722140302792
2021-01-19,-0.019098532237119693,0.052412808255117425,0.08884931550411015,0.9453179087311414,-0.0404817495309846,-0.36902709428594177
2021-01-20,-0.01171319257790466,0.8484161035646001,0.00597245951431784,-0.16358905978095858,0.02243685261157483,0.048282733267354716
2021-01-21,-0.13180668401841175,0.7445580278845267,-0.19409928872114965,0.41149425987389315,-0.1968649546047643,-0.061327054037700786
2021-01-22,0.07053888321763323,-0.19774351855694366,0.11203472716301774,-0.2829882985156677,0.11893958593649687,0.4454596026692512
2021-01-23,-0.026508499317714627,-0.691194212651958,-0.00020246685617564405,-0.6334071478353857,0.047182343535189165,-0.5595981476540395
2021-01-24,0.005334787992461429,-0.1135968627937289,0.12877879661730876,1.4262441807290658,0.03718462470039592,0.1735594691459827
2021-01-25,-0.0008550944707504112,1.154836054954263,-0.05423753139576606,0.10700371567682072,0.018041401535450956,1.4446392410059317
2021-01-26,0.007541872254056108,0.15101030647662753,0.037968920723564406,-0.26026159024235357,0.09388398557087714,-0.015395506228280974
2021-01-27,-0.06398831178300378,0.9389240146639946,-0.09308751717886488,0.27801040334860533,-0.08814728060837576,-0.5534944572843901
2021-01-28,0.10058465808282897,-0.20194647942306124,0.07342296593638664,-0.2331278766949897,0.035627120719526506,-0.10753150082497256
2021-01-29,0.022839270392866987,0.7583728030975356,0.03577355430236313,0.4020483946339093,0.0032976877204483244,0.402496398739187
2021-01-30,0.0021419203238340605,-0.7683964474724845,-0.0008699749882190887,-0.5384010839917633,0.1015992060221056,0.2116771851348386
2021-01-31,-0.03442647787198089,-0.34762576641485665,-0.04642455465660487,-0.3332663330045264,0.009437799362388737,0.46831983724890824
2021-02-01,0.011808802168165598,0.7629135803776973,0.046500833225533986,0.3020194223842172,0.08148362130571042,-0.4977863770929534
2021-02-02,0.03836757747801104,-0.5361096473322442,0.035527310802163925,-0.042689301209098876,0.14222958186309853,1.508939912014312
2021-02-03,0.08249215736900013,1.259494743504487,0.17072759700591233,0.8235446174509234,0.08514121619668419,-0.49991548864665003
2021-02-04,-0.018447331675494002,0.3401340149134984,-0.0410189050429442,-0.05216325156164137,0.1242260555571609,1.1918917355404868
2021-02-05,0.03577869366466719,-0.5569104430112745,0.0763967502454828,-0.22803397141180234,0.03978403753985077,-0.14186973199557668
2021-02-06,0.025106993736951983,0.6568883012037968,-0.024159810347231907,-0.025212456069132385,-0.08544399627606053,0.10198209736910296
2021-02-07,-0.010786337797622836,-0.30830532726009174,-0.038119395519988566,0.05290985857866436,0.09649394683707681,0.030143057776871568
2021-02-08,0.19450265438171782,2.1898455315044005,0.08471995245877284,0.3802683221737511,0.17652324201688505,0.4722867431742274
2021-02-09,0.001912037650445047,-0.34369315852381777,0.011778804999143981,-0.38282443334750604,-0.008430187800305067,-0.22038936503005221
2021-02-10,-0.035492160016514285,-0.24164203082934535,-0.016808239421525827,0.2945574613122676,0.1606056571312847,-0.0029575123151742762
2021-02-11,0.06971075226793756,-0.009755287619498442,0.025838429500785937,-0.14474025645762123,0.01577761811492869,-0.5558494238750707
2021-02-12,-0.0122055426385347,-0.36425804986666477,0.03229540650270107,-0.0790513695637536,0.0034355800835242315,0.7068019043565036
2021-02-13,-0.00353111159122826,-0.28449331454949855,-0.015563970464752185,-0.16171448268152297,-0.05564574612962496,-0.0007290402247091382
2021-02-14,0.03036345865884314,0.21771843464105192,-0.00836451683909311,0.07613620392970345,0.0007376069863054838,0.022779493414248717
2021-02-15,-0.020606010788594913,-0.05035881445673194,-0.0011542730299667037,0.011933098983297965,0.014057014158184828,0.17491056698214083
2021-02-16,0.03161514031963233,0.6956502495033916,-0.010422685452686787,0.38947286950634996,-0.06362998614822692,-0.34800015493201536
2021-02-17,0.061174746316244,0.14273651146661084,0.03935637449751847,-0.2578560685718836,-0.009073382549179066,0.25582297460789116
2021-02-18,-0.01139910315964111,-0.33865694398147694,0.04742175599321543,0.11145043059575112,0.09216994511367975,-0.14054483440527543
2021-02-19,0.08548040560268665,0.4580685811638584,0.009855341533225034,-0.09939062543090961,0.2767346182829706,2.378432587469377
2021-02-20,-0.0009384056534386119,-0.43798779004947846,-0.021326142909670304,-0.12273129458308152,-0.12759759574173488,-0.4629484898769932
2021-02-21,0.027833039307037108,-0.31312946321487506,0.009830932999373826,-0.5167856584778914,0.10825611479300762,-0.017983441463329256
2021-02-22,-0.0577333796462903,3.772096052142662,-0.0808788574026994,5.023385545955888,0.30393471249974463,3.1681891902452146
2021-02-23,-0.09756994405951971,0.044908129735134104,-0.11276648376360529,0.219630065786171,0.05166128184670691,-0.15481237492548394
2021-02-24,0.017715415645538683,-0.5061257397347831,0.030016348359461136,-0.6515237051960961,0.13822085420304991,-0.22630086542552705
2021-02-25,-0.05357197411263416,-0.09729178427071089,-0.08941809032242189,-0.37784902118092273,-0.20151143084069686,-0.029124332871909044
2021-02-26,-0.01643179726379517,0.025949050522880227,-0.022362447302994273,0.18814659087006103,-0.016507881014937775,-0.20525888903731535
2021-02-27,-0.004422989353518085,-0.6220179165522697,0.00827194449435407,0.43061050479603336,-0.02846443807498469,-0.14514403612435542
2021-02-28,-0.018846679178780818,1.171176844661178,-0.025537514650144272,0.9643773505111171,-0.008478136896016458,0.21342305517011848
