timestamp,btc_price,btc_volume,eth_price,eth_volume,sol_price,sol_volume
2021-04-18 05:30:00,56280.6,12869.85937399,2241.5,116812.93231579,32.30291748,1155150688.0
2021-04-19 05:30:00,55694.55,5791.23906226,2163.77,117808.72530712,31.67589569,1219130981.0
2021-04-20 05:30:00,56503.19,5863.88283884,2187.76,26498.66113672,31.77005386,793008154.0
2021-04-21 05:30:00,53806.24,4578.25708723,2358.13,78047.22006521,32.51304245,729130141.0
2021-04-22 05:30:00,51683.95,7838.86768185,2400.0,119509.33212062,38.87976074,1638622971.0
2021-04-23 05:30:00,51176.65,11649.31918465,2369.77,121136.76750169,36.97842026,1612232268.0
2021-04-24 05:30:00,50433.94,94.96525514,2309.86,1517.1178467,40.73731613,1101380795.0
2021-04-25 05:30:00,49128.43,4167.43570798,2321.81,80968.35530876,47.36762619,1583800800.0
2021-04-26 05:30:00,54073.41,6046.79682802,2534.69,52277.29011902,43.97651672,1357487872.0
2021-04-27 05:30:00,55091.39,4111.12521596,2668.89,50882.36346189,43.23900223,904891996.0
2021-04-28 05:30:00,54901.97,4542.50992013,2750.37,73236.3005285,44.82598495,1021154320.0
2021-04-29 05:30:00,53593.97,4172.67670698,2758.06,62670.5608645,42.46054077,772259307.0
2021-04-30 05:30:00,57775.27,4809.18204712,2777.11,43230.93528918,42.95600128,534976437.0
2021-05-01 05:30:00,57851.91,2248.55545142,2947.57,35886.12777629,49.50802231,859524423.0
2021-05-02 05:30:00,56622.66,1887.08427188,2951.78,29434.39748166,46.8909874,571072187.0
2021-05-03 05:30:00,57222.37,3636.51735676,3430.16,97660.00808192,45.93368912,609194252.0
2021-05-04 05:30:00,53236.84,5747.19401914,3238.42,148326.4368224,42.72955704,682976428.0
2021-05-05 05:30:00,57509.93,5504.55788108,3528.2,66796.10156661,44.92357635,503781975.0
2021-05-06 05:30:00,56447.39,5144.23317131,3490.33,71338.54359967,43.45567703,391497018.0
2021-05-07 05:30:00,57381.73,4234.70954424,3483.81,59582.60744564,43.15501785,514344601.0
2021-05-08 05:30:00,58984.75,2928.99345356,3915.0,56881.74597262,45.56153107,451056655.0
2021-05-09 05:30:00,58305.24,2589.62561937,3928.05,41074.20848726,44.33019638,510603312.0
2021-05-10 05:30:00,55880.72,6589.41974314,3950.36,115137.10554251,42.90963364,499528076.0
2021-05-11 05:30:00,56763.7,4203.16906929,4179.47,72837.01667581,44.57746887,473731333.0
2021-05-12 05:30:00,49386.56,6367.35410217,3810.19,120423.3081053,42.45730972,1151668076.0
2021-05-13 05:30:00,49694.96,9095.56061797,3720.21,94075.82802929,40.99785233,1016860656.0
2021-05-14 05:30:00,49880.43,4011.0819038,4080.31,54423.32932063,42.71786499,504167711.0
2021-05-15 05:30:00,46708.89,3613.92837843,3646.01,44467.01917494,43.46130753,500445722.0
2021-05-16 05:30:00,46444.75,5750.08326356,3585.36,64910.57821939,47.20082855,1990976771.0
2021-05-17 05:30:00,43593.39,12262.72268102,3281.32,109417.09776892,46.86320496,1951921366.0
2021-05-18 05:30:00,42877.75,6275.91387222,3380.57,74068.32228574,55.91096115,2025388219.0
2021-05-19 05:30:00,36780.43,32468.86258722,2446.91,296372.55485699,35.10718155,2772224999.0
2021-05-20 05:30:00,40640.9,14703.03041947,2774.37,145982.44392811,44.74274826,2487748626.0
2021-05-21 05:30:00,37335.16,13106.84060164,2436.11,120690.05649731,38.81285095,1769762028.0
2021-05-22 05:30:00,37500.54,5720.00562166,2296.31,69652.03985469,31.31558228,1078751751.0
2021-05-23 05:30:00,34706.79,9376.29208573,2098.33,127803.34857072,24.68874741,1925832341.0
2021-05-24 05:30:00,38839.86,10213.18324641,2651.7,110531.27367328,31.28357124,1346786023.0
2021-05-25 05:30:00,38397.72,5765.3472603,2704.31,82662.46400415,29.99707794,909470305.0
