date,btc_price,btc_high,btc_low,eth_price,eth_high,eth_low,sol_price,sol_high,sol_low,btc_sma_14,eth_sma_14,sol_sma_14,btc_sma_30,eth_sma_30,sol_sma_30
2021-01-19,35917.62,37874.71,35888.0,1369.62,1440.0,1251.49,3.64186597,4.03144884,3.60902309,37326.36571428571,1217.4871428571428,3.2742508564285715,35964.79210526316,1140.8863157894737,2.962365106842105
2021-01-20,35496.91,36440.1,33400.0,1377.8,1408.28,1235.12,3.72357798,3.73700309,3.34408402,37229.720714285715,1229.2692857142856,3.402419499285714,35941.398,1152.732,3.0004257505
2021-01-21,30818.18,35620.96,30044.16,1110.37,1389.49,1081.22,2.99053597,3.73432589,2.98269606,36608.84142857143,1220.97,3.446547422857143,35697.43523809524,1150.7147619047619,2.9999548085714287
2021-01-22,32992.06,33864.85,28800.0,1234.77,1275.57,1041.22,3.34622908,3.49714589,2.54098606,36060.62642857143,1222.1792857142857,3.4555718557142856,35574.46363636364,1154.5354545454545,3.015694548181818
2021-01-23,32117.49,33468.46,31426.11,1234.52,1273.0,1196.22,3.50411201,3.59730196,3.31576204,35480.514285714286,1218.922857142857,3.464052575,35424.16043478261,1158.013043478261,3.03693009
2021-01-24,32288.83,33075.75,30960.77,1393.5,1400.0,1221.84,3.6344111,3.7930491,3.48949409,35060.16428571429,1228.7442857142858,3.476074015,35293.52166666667,1167.825,3.0618251320833334
2021-01-25,32261.22,34888.0,31939.12,1317.92,1476.06,1293.2,3.69998097,3.97435689,3.45130992,34831.99571428572,1245.18,3.518351947142857,35172.2296,1173.8288,3.0873513656
2021-01-26,32504.53,32953.28,30847.4,1367.96,1378.34,1245.25,4.04734993,4.0969162,3.68263197,34722.675,1265.49,3.5493485078571427,35069.62576923077,1181.2953846153846,3.1242743873076924
2021-01-27,30424.62,32580.12,29150.49,1240.62,1375.0,1205.98,3.69058704,4.04863024,3.53160191,34224.89857142857,1273.337142857143,3.5619774378571427,34897.58851851852,1183.4925925925927,3.14524893
2021-01-28,33484.87,33870.58,29899.99,1331.71,1364.0,1219.0,3.82207203,3.94349098,3.60988092,33821.364285714284,1280.3871428571429,3.600828017857143,34847.13428571429,1188.7860714285714,3.1694211835714285
2021-01-29,34249.64,38620.0,31990.0,1379.35,1440.0,1287.61,3.83467603,3.89260197,3.63938594,33642.297857142854,1291.2242857142858,3.6425790964285714,34826.53103448276,1195.3572413793104,3.192361005862069
2021-01-30,34323.0,34931.39,32860.0,1378.15,1407.67,1326.81,4.22427607,4.31197596,3.77410412,33522.512142857144,1301.9357142857143,3.69809488,34809.746666666666,1201.4503333333334,3.2267581746666667
2021-01-31,33141.38,34380.21,32193.7,1314.17,1381.13,1282.48,4.26414394,4.78701019,4.17049789,33331.235714285714,1307.7371428571428,3.72995237,34934.371333333336,1220.8833333333334,3.3074935043333333
2021-02-01,33532.74,34736.1,32333.01,1375.28,1377.76,1271.8,4.61160183,4.61160183,4.11825514,33110.935,1316.1242857142856,3.7882442821428572,34978.245,1240.873,3.401237730666667
2021-02-02,34819.31,35665.99,33431.67,1424.14,1459.79,1362.85,5.26750803,5.40364218,4.48011923,33032.48428571429,1320.0185714285715,3.9043615721428573,35035.62766666667,1255.7,3.504762932
2021-02-03,37691.63,37732.87,35382.45,1667.28,1673.34,1507.61,5.71599007,5.78078079,5.07273817,33189.25,1340.6957142857143,4.046676721428572,35225.15266666667,1276.511,3.61245937
2021-02-04,36996.32,38748.52,36197.65,1598.89,1698.56,1555.26,6.42606497,6.5310111,5.6032362,33630.54571428571,1375.59,4.29207165,35323.72833333333,1293.0416666666667,3.754754301333333
2021-02-05,38320.0,38359.69,36618.36,1721.04,1764.55,1593.0,6.68171978,7.12711716,6.42644691,34011.112857142856,1410.3235714285715,4.530320985714286,35372.73033333333,1309.9813333333334,3.9131710613333333
2021-02-06,39282.1,41025.48,38230.81,1679.46,1745.52,1647.76,6.11080694,6.79913092,5.71382809,34522.87071428572,1442.105,4.716513480714286,35365.117333333335,1325.078,4.037773124666667
2021-02-07,38858.39,39727.44,37412.93,1615.44,1695.09,1492.6,6.70046282,6.87151384,5.76859188,34992.125,1457.9578571428572,4.935517175,35304.828,1338.3313333333333,4.153792318
2021-02-08,46416.45,46712.12,38050.97,1752.3,1779.43,1566.21,7.88325024,8.055933,6.48892784,36003.212857142855,1488.985,5.234322122857143,35510.741,1354.071,4.303721261333333
2021-02-09,46505.2,48216.09,45000.0,1772.94,1825.36,1708.21,7.81679296,8.46778393,7.57021523,37003.260714285716,1517.912142857143,5.503568053571429,35788.456666666665,1371.3023333333333,4.448743995333333
2021-02-10,44854.63,47364.09,43746.06,1743.14,1839.0,1678.67,9.07221413,9.07260418,7.61384678,38033.97571428571,1553.8064285714286,5.887969988571428,36101.75833333333,1393.1463333333334,4.647548135666667
2021-02-11,47981.48,48696.84,44040.96,1788.18,1819.0,1704.87,9.21535206,9.70700359,8.7613163,39069.447857142855,1586.4114285714286,6.273204276428571,36566.64033333334,1416.6316666666667,4.834279935
2021-02-12,47395.84,49000.0,46231.16,1845.93,1868.8,1741.16,9.24701214,9.92445183,9.07901192,40008.46214285714,1619.7385714285715,6.659799712857143,36900.052,1440.4706666666666,5.025387605666666
2021-02-13,47228.48,48220.0,46133.0,1817.2,1874.98,1765.54,8.73245525,9.4990387,8.68300915,40930.28214285714,1651.0992857142858,6.981812511428571,37169.85633333333,1459.9436666666666,5.207197317
2021-02-14,48662.5,49714.66,47081.02,1802.0,1853.3,1785.93,8.73889637,9.22029972,8.55971527,42038.93357142857,1685.9442857142858,7.301437685,37566.72066666667,1479.0893333333333,5.390155165
2021-02-15,47659.76,49048.82,45914.75,1799.92,1814.75,1660.0,8.86173916,9.31063843,7.84047079,43048.00642857143,1716.2757142857142,7.605018922857143,37955.37933333333,1498.147,5.570644633666666
2021-02-16,49166.53,50602.53,47036.02,1781.16,1826.23,1723.67,8.29786682,8.98036766,7.98355722,44072.807857142856,1741.777142857143,7.821473122142857,38400.28866666667,1516.4206666666666,5.719968891666666
2021-02-17,52174.28,52640.0,48896.19,1851.26,1857.79,1733.46,8.2225771,8.43329811,7.54439878,45107.282857142854,1754.9185714285713,8.000515052857143,38918.86633333333,1536.2006666666666,5.867537626333333
2021-02-18,51579.54,52566.98,50869.61,1939.05,1951.26,1852.07,8.98045158,9.2791748,8.23287106,46148.94142857143,1779.2157142857143,8.182971239285715,39440.93033333333,1555.1816666666666,6.04549048
2021-02-19,55988.58,56399.99,50627.32,1958.16,1974.99,1890.69,11.46565342,11.68057728,8.55698109,47410.98285714286,1796.152857142857,8.524680785,40123.986,1574.527,6.303559661333333
2021-02-20,55936.04,57553.81,54000.0,1916.4,2040.62,1801.94,10.00266361,11.78673744,9.81585407,48600.55,1813.077142857143,8.802670547142856,40961.248,1601.3946666666666,6.537297249333333
2021-02-21,57492.91,58354.14,55537.99,1935.24,1976.94,1885.29,11.08551311,11.64028931,9.88704681,49931.58714285714,1835.92,9.115888425,41777.943,1624.7436666666667,6.795273383666666
2021-02-22,54173.65,57564.19,47400.0,1778.72,1937.11,1540.58,14.45478535,14.54564095,9.2559042,50485.672857142854,1837.807142857143,9.58528379,42513.14833333333,1642.8836666666666,7.160295828333333
2021-02-23,48887.93,54196.58,44845.72,1578.14,1782.06,1352.89,15.20153809,15.74337101,11.59989357,50655.86785714285,1823.892857142857,10.112765585,43066.45166666667,1649.0383333333334,7.545866728
2021-02-24,49754.0,51459.51,47000.0,1625.51,1714.77,1500.0,17.30270767,18.1466217,14.86179924,51005.822857142855,1815.4907142857144,10.700657980714286,43649.54433333333,1659.2913333333333,7.999290951333333
2021-02-25,47088.58,52079.16,46723.0,1480.16,1672.91,1458.85,13.81601429,17.69544411,13.79591274,50942.044285714284,1793.4892857142856,11.02927671142857,44135.67933333333,1663.0313333333334,8.324913096666666
2021-02-26,46314.83,48476.62,44151.97,1447.06,1563.83,1400.0,13.58794117,15.48370457,13.12014103,50864.82928571429,1764.9985714285715,11.339343070714285,44665.353,1669.9126666666666,8.654824901
2021-02-27,46109.98,48365.31,45050.0,1459.03,1527.7,1427.43,13.20116806,14.61206532,13.05727291,50784.936428571425,1739.415,11.658536842857142,45086.19,1674.1566666666668,8.967461435333334
2021-02-28,45240.96,46659.88,43021.0,1421.77,1469.74,1293.42,13.08924675,13.77901554,11.4899826,50540.540714285715,1712.2557142857142,11.969276155714285,45452.56733333333,1675.5706666666667,9.275947126
2021-03-01,49629.33,49831.52,45020.25,1570.83,1573.31,1413.44,14.95558834,15.51605701,13.05738544,50681.224285714285,1695.8921428571427,12.404551097142857,45962.778333333335,1681.9933333333333,9.633657535
2021-03-02,48516.35,50250.0,47069.52,1488.8,1604.99,1455.0,13.95892143,15.22412491,13.46074867,50634.782857142854,1675.0092857142856,12.808912140714286,46475.27733333333,1687.8143333333333,9.956816784666668
2021-03-03,50379.68,52652.82,48168.45,1568.0,1658.0,1478.61,14.11559105,14.72935867,13.76704884,50506.59714285714,1654.7764285714286,13.229841708571428,47036.842,1694.2383333333332,10.273616425333334
2021-03-04,48360.5,51817.54,47500.0,1538.23,1625.39,1504.16,13.09798336,14.26036072,12.7712698,50276.665714285715,1626.1464285714285,13.52395112142857,47488.215,1698.0413333333333,10.534632269666666
