date,btc_price,btc_high,btc_low,eth_price,eth_high,eth_low,sol_price,sol_high,sol_low,btc_sma_14,eth_sma_14,sol_sma_14,btc_sma_30,eth_sma_30,sol_sma_30
2021-11-13,64417.52,64980.0,63400.0,4646.02,4707.42,4586.9,241.82502747,241.82502747,225.07592773,63473.43,4585.4292857142855,234.83943939285714,62561.81366666667,4303.752333333333,207.59303029433335
2021-11-14,65509.87,65509.87,63595.76,4630.85,4694.49,4517.91,238.42552185,242.04489136,230.68940735,63769.889285714286,4609.877142857143,237.41118948857144,62690.231,4329.147666666667,210.12067413366665
2021-11-15,63606.09,66387.4,63348.91,4562.3,4771.23,4540.87,237.55360413,245.97610474,235.09910583,63961.54928571429,4626.902142857143,239.8403690892857,62781.42533333333,4353.582333333334,212.78783365933333
2021-11-16,60142.31,63628.0,58563.0,4209.77,4560.0,4106.14,219.23902893,238.49714661,215.4420929,63738.857142857145,4599.344285714285,239.76890019071428,62734.87,4365.742333333334,214.77100779266667
2021-11-17,60373.65,60888.5,58400.0,4291.83,4301.15,4065.0,218.71524048,222.02883911,210.02694702,63556.209285714285,4576.835714285714,238.04150172714284,62679.503333333334,4383.9783333333335,216.82047322633332
2021-11-18,56917.66,60978.39,56516.44,3999.76,4347.18,3958.67,195.4874115,222.87693787,187.67312622,63231.95285714286,4538.375714285714,234.33433314785714,62435.371666666666,4388.032666666667,218.13615264933333
2021-11-19,58128.55,58402.05,55640.0,4300.36,4314.14,3975.55,215.28001404,219.36706543,189.75016785,63024.57,4525.544285714286,232.82045309928571,62173.313,4392.592,219.44725748733333
2021-11-20,59768.54,59896.54,57424.27,4415.51,4439.92,4205.87,218.01527405,221.44534302,206.28587341,62897.862857142856,4517.891428571428,229.89766366214286,62091.61633333333,4404.581666666667,220.37048543333333
2021-11-21,58678.47,60090.55,58525.84,4265.94,4441.0,4247.08,231.28262329,235.23091125,210.80973816,62567.75357142857,4492.762142857143,228.57331630214287,62024.14266666667,4414.432333333333,221.532188416
2021-11-22,56294.11,59516.78,55628.57,4094.09,4322.44,4024.03,215.73727417,231.90481567,212.03009033,61763.11857142857,4441.512142857143,226.2354660042857,61855.98766666667,4411.823,222.13330230766667
2021-11-23,57579.99,57897.54,55128.6,4342.53,4390.82,4063.68,221.8368988,226.06173706,211.31222534,61094.13785714286,4413.615,224.99430629214285,61744.982,4420.501666666667,222.782466126
2021-11-24,57185.06,57750.2,55894.62,4270.67,4374.89,4166.12,214.92153931,222.45927429,200.50260925,60541.54,4387.649285714286,223.64730726,61547.76966666667,4422.161,222.94304097566666
2021-11-25,58990.14,59445.45,57044.42,4525.78,4556.42,4251.88,206.25299072,216.4005127,202.32341003,60125.02642857143,4373.5257142857145,221.6481813707143,61503.167,4435.29,223.157898967
2021-11-26,53789.35,59207.36,53524.03,4045.9,4555.25,3917.0,191.51174927,210.50457764,184.32827759,59384.37928571428,4328.665,219.00601414357143,61347.282,4439.379333333333,223.415804037
2021-11-27,54774.66,55382.0,53653.45,4100.3,4186.07,4031.94,193.10215759,199.36499023,191.0405426,58695.60357142857,4289.685,215.52580915214287,61153.34533333333,4433.062333333333,223.35707651833334
2021-11-28,57338.55,57482.42,53308.93,4300.86,4302.03,3965.01,200.676651,201.62870789,182.37245178,58111.93785714286,4266.114285714286,212.8294612342857,60987.91066666667,4429.191,223.37353973433332
2021-11-29,57845.12,58931.07,56750.0,4448.71,4463.43,4280.57,204.31936646,212.44580078,199.95429993,57700.44,4258.000714285714,210.455587115,60851.67133333333,4433.372333333334,223.67031656966665
2021-11-30,56974.12,59250.0,55918.8,4630.88,4757.8,4350.0,208.67098999,218.33938599,200.08433533,57474.14071428571,4288.08,209.70072719071428,60705.494,4444.782333333334,223.87864888566668
2021-12-01,57251.59,59099.64,56469.22,4587.58,4784.0,4525.31,229.79924011,232.38621521,208.15226746,57251.13642857143,4309.205,210.49244145,60583.11866666667,4453.57,224.753787232
2021-12-02,56547.96,57413.52,55839.85,4516.03,4638.7,4435.0,233.99304199,243.11166382,220.38717651,57224.72928571429,4346.081428571429,213.24284362785716,60359.384,4450.918333333333,225.21223551466667
2021-12-03,53743.69,57652.0,51556.01,4222.8,4660.81,4039.0,211.22439575,239.12210083,207.32977295,56911.525,4340.541428571429,212.95315660714286,60053.149666666664,4438.113333333334,224.15642140733334
2021-12-04,49234.97,53877.77,41967.5,4124.51,4242.14,3470.02,201.12483215,212.80754089,171.55357361,56159.12714285714,4319.755714285714,211.74669647142858,59645.740333333335,4424.323666666666,222.61432342533334
2021-12-05,49463.22,49777.62,47836.34,4198.73,4258.0,4036.12,196.16825867,204.61747742,182.01681519,55500.895,4314.955,209.23852757,59260.117333333335,4414.948,221.270787557
2021-12-06,50555.0,50986.0,47111.0,4357.06,4382.02,3922.8,194.19921875,197.6630249,176.88806152,55090.95857142857,4333.738571428571,207.70009504,58893.869333333336,4409.428333333333,219.112950643
2021-12-07,50627.32,51991.0,50062.13,4311.66,4431.28,4256.06,190.59690857,204.11849976,188.2808075,54594.33928571428,4331.533571428571,205.46866716642856,58471.44666666667,4399.225333333334,217.13873138433334
2021-12-08,50543.3,51249.41,48656.2,4442.56,4457.43,4226.05,194.6217041,196.37411499,184.13270569,54119.92785714286,4343.811428571428,204.01867893714285,57904.25666666667,4386.924333333333,215.343882243
2021-12-09,47593.12,50839.01,47332.43,4105.61,4491.99,4073.42,181.17808533,196.68974304,178.79214478,53305.855,4313.799285714285,202.22761426642856,57259.17,4366.008333333333,213.409380595
2021-12-10,47142.42,50132.88,46886.0,3901.67,4234.0,3885.05,167.95483398,184.68942261,167.95483398,52831.07428571428,4303.4971428571425,200.54497746,56666.53633333333,4341.591,211.21522420233333
2021-12-11,49400.54,49539.4,46789.0,4089.22,4098.07,3833.66,171.94949341,173.89848328,161.86000061,52447.20857142857,4302.705714285714,199.0340728757143,56152.51,4320.448,209.138848877
2021-12-12,50124.38,50800.0,48675.0,4136.06,4177.62,3987.85,173.43167114,176.64941406,167.86125183,51931.91071428572,4290.934285714286,197.08800288571427,55684.709,4302.518333333333,207.30316823333334
2021-12-13,46725.02,50226.2,45750.0,3786.59,4144.01,3669.48,155.21305847,173.09992981,148.57182312,51137.61785714285,4243.64,193.58040945785714,55094.959,4273.870666666667,204.4161026
2021-12-14,48389.96,48689.3,46310.4,3862.68,3884.2,3686.66,153.34144592,161.61827087,150.11798096,50524.46357142857,4188.768571428572,189.62829916714287,54524.295333333335,4248.265,201.57996673566666
2021-12-15,48876.84,49514.85,46560.0,4020.51,4094.78,3640.6,178.34078979,182.51316833,157.6532135,49926.26714285714,4148.263571428572,185.95269557285715,54033.32033333333,4230.205333333333,199.60620625766666
2021-12-16,47663.42,49449.0,47506.21,3955.08,4117.4,3952.93,176.95466614,188.87870789,174.45097351,49291.65714285714,4108.1957142857145,181.8785258692857,53617.35733333333,4221.715666666667,198.196727498
2021-12-17,46210.92,48018.52,45478.74,3877.3,3994.99,3695.19,175.5032959,182.39363098,168.51873779,48753.60214285714,4083.517142857143,179.32701873714285,53145.26633333333,4207.898,196.75632934533334
2021-12-18,46881.87,47370.14,45501.0,3961.56,3999.0,3768.85,182.83512878,184.37518311,171.19656372,48585.52357142857,4071.877857142857,178.02061135357144,52810.74,4206.624666666667,196.334586588
2021-12-19,46704.67,48307.34,46450.0,3922.28,4030.11,3883.44,180.09805298,189.26254272,178.75502014,48388.48428571429,4052.1314285714284,176.87273951857142,52429.944,4194.022,195.16185455266665
2021-12-20,46915.0,47547.5,45572.94,3946.12,3983.23,3755.0,173.67178345,181.15325928,168.68351746,48128.48428571429,4022.7785714285715,175.40649414,52001.492666666665,4178.375666666667,193.68373819933333
2021-12-21,48929.86,49353.49,46667.08,4018.39,4064.01,3915.94,180.09254456,182.41751099,170.4906311,48007.23714285714,4001.8307142857143,174.656182425,51676.539,4170.124,191.97740224166665
2021-12-22,48618.99,49600.0,48449.87,3981.73,4076.0,3930.0,178.59712219,187.47343445,177.42733765,47869.78642857143,3968.9142857142856,173.51156943142857,51420.70166666667,4166.3786666666665,190.73939717566665
2021-12-23,50850.0,51386.66,48051.1,4113.76,4155.0,3895.91,190.03631592,193.27604675,176.11645508,48102.42071428571,3969.4964285714286,174.14430018785714,51196.36866666667,4158.753,189.67937774633333
2021-12-24,50841.48,51864.56,50442.34,4049.93,4137.85,4020.0,190.27319336,197.15771484,185.01937866,48366.639285714286,3980.0864285714288,175.738468715,50984.916,4151.395,188.85776621466667
2021-12-25,50442.22,51179.36,50190.9,4099.24,4140.0,4023.07,193.1209259,195.14923096,189.03222656,48441.045,3980.802142857143,177.25071389285714,50699.98533333333,4137.177,188.42003072066666
2021-12-26,50791.21,51292.65,49458.85,4062.58,4106.84,4002.97,198.00073242,200.64419556,190.82368469,48488.67571428572,3975.5535714285716,179.00564684142856,50600.047333333336,4137.733,188.636330159
2021-12-27,50718.11,52098.6,50479.44,4037.4,4128.82,4034.7,195.42950439,204.5785675,195.16079712,48773.89642857143,3993.4685714285715,181.87825012142858,50464.829,4135.636333333333,188.71390838566666
2021-12-28,47543.3,50719.59,47300.0,3793.08,4040.2,3760.0,177.42562866,195.62165833,177.0403595,48713.42071428571,3988.497142857143,183.59854888857143,50138.32066666667,4118.710333333333,187.93887430766668
2021-12-29,46483.36,48157.41,46099.94,3627.68,3827.86,3603.86,170.65756226,180.59077454,170.44342041,48542.45785714286,3960.437857142857,183.04974692214284,49759.59533333333,4091.3426666666664,186.81681416766668
2021-12-30,47150.71,47916.32,45934.37,3711.82,3769.81,3585.0,172.75119019,175.69116211,168.39848328,48505.83571428571,3943.062142857143,182.74949864,49432.14833333333,4060.7073333333333,185.61948750766666
2021-12-31,46214.37,48589.47,45655.31,3677.0,3815.62,3620.66,170.29907227,177.35704041,168.31207275,48506.08214285714,3928.755,182.3777683807143,49064.241,4030.3546666666666,183.63614857966667
2022-01-01,47777.42,47960.98,46199.9,3768.13,3777.73,3676.5,178.51794434,178.96224976,170.19554138,48570.05,3914.9385714285713,182.06939806357144,48771.88966666667,4005.424666666667,181.786978658
2022-01-03,46439.89,47586.58,45692.13,3764.9,3853.67,3681.14,170.29774475,176.38630676,167.53398132,48551.137142857144,3903.697142857143,181.36937604714285,48528.42966666667,3990.1613333333335,180.422756958
2022-01-04,45820.0,47526.0,45539.05,3786.64,3892.36,3715.02,167.93890381,173.73510742,166.74012756,48472.922857142854,3892.305714285714,180.95988464428572,48414.59733333333,3978.899,179.31655934666668
2022-01-05,43435.8,46855.06,42413.59,3538.66,3837.01,3410.22,155.09973145,171.11045837,148.21611023,48080.49,3858.0392857142856,179.17468370785716,48213.683333333334,3956.8966666666665,177.94760843933332
2022-01-06,43097.6,43782.86,42414.0,3408.35,3549.04,3299.0,150.43135071,155.10592651,146.66766357,47686.105,3817.0835714285713,177.16284288785715,47965.10333333333,3925.273,176.48867950466666
2022-01-07,41535.66,43135.35,40600.0,3196.03,3415.27,3060.93,136.40281677,150.52095032,135.1499939,47020.795,3751.5314285714285,173.33187866285715,47662.048,3888.0853333333334,174.682209778
2022-01-08,41690.77,42315.31,40517.05,3081.09,3247.97,2987.6,142.51345825,147.83731079,134.02101135,46367.172857142854,3682.3285714285716,169.92046901214286,47366.96366666667,3842.703,172.94526824966667
2022-01-09,41875.81,42796.49,41200.0,3151.58,3212.5,3058.76,140.83900452,145.44041443,138.394104,45755.28642857143,3614.6385714285716,166.18604605642858,47176.386666666665,3810.902,171.60063222266666
2022-01-10,41845.42,42256.55,39558.7,3083.16,3180.69,2926.0,135.9549408,143.56336975,130.79699707,45116.30142857143,3544.68,161.75420379785714,46999.82,3783.6183333333333,170.53396911666667
2022-01-11,42736.0,43144.74,41284.11,3242.74,3267.67,3052.28,140.18385315,143.29904175,134.13397217,44546.150714285715,3487.9185714285713,157.80808585214285,46777.668666666665,3755.4023333333334,169.47511444133335
2022-01-12,43933.5,44337.26,42471.17,3374.65,3413.09,3208.02,151.70310974,152.93647766,138.54626465,44288.307857142856,3458.030714285714,155.97076307214286,46571.306,3730.022,168.75082906133332
2022-01-13,42571.94,44456.34,42321.0,3241.82,3412.76,3230.7,146.01004028,157.54373169,146.01004028,44008.92071428571,3430.469285714286,154.21022578785715,46432.87,3711.863,168.44406178833333
2022-01-14,43102.35,43468.95,41782.21,3308.82,3344.31,3188.89,146.1590271,150.46948242,142.39068604,43719.75214285714,3401.683571428571,152.31078556714286,46256.61633333333,3693.401,168.20464782766666
2022-01-15,43102.01,43826.8,42387.86,3329.71,3374.83,3262.94,147.80117798,149.35018921,144.41914368,43497.440714285716,3376.8771428571426,150.70379311785715,46064.122,3670.374333333333,167.18666076733334
2022-01-16,43107.7,43495.59,42615.0,3350.15,3393.66,3274.92,147.85652161,151.77233887,146.40177917,43163.889285714286,3347.0214285714287,148.51369149428572,45912.26466666667,3650.21,166.21672261633333
2022-01-17,42255.07,43209.47,41581.0,3211.22,3360.29,3142.68,139.92601013,148.20587158,137.50003052,42864.97357142857,3307.4728571428573,146.34428187857142,45780.403,3628.0073333333335,165.03081309066667
2022-01-18,42377.4,42685.25,41290.06,3163.04,3244.27,3083.63,141.58718872,142.4664917,134.89579773,42619.07357142857,3262.93,144.462016515,45630.254,3601.39,163.65588175533333
2022-01-19,41683.21,42589.9,41145.23,3083.12,3173.91,3046.75,135.79238892,142.29408264,133.35517883,42493.88857142857,3230.3914285714286,143.08292062,45462.872,3573.418,162.17902628666667
2022-01-20,40736.05,43518.69,40554.14,2999.53,3272.37,2974.09,127.20528412,143.61740112,127.17404175,42325.20642857143,3201.19,141.42391586357144,45256.907,3541.865,160.63014297566667
2022-01-21,36495.46,41115.58,35423.0,2568.58,3034.02,2466.15,111.96605682,128.43286133,107.90899658,41965.192142857144,3156.372142857143,139.67843301,44842.427,3493.538,158.359260051
2022-01-22,35091.11,36825.98,34000.0,2412.04,2626.0,2300.0,94.17836761,113.587677,89.28715515,41493.78785714286,3108.582857142857,136.22592653571428,44391.49766666667,3441.215,155.545301565
2022-01-23,36293.62,36574.47,34624.59,2543.27,2550.0,2371.79,99.57822418,104.51920319,93.59348297,41095.06,3065.1321428571428,133.27872794,43906.285,3388.865333333333,152.53003184033332
2022-01-24,36724.99,38050.0,32950.72,2443.43,2543.1,2160.0,91.65016174,99.77051544,81.22605133,40729.315,3019.437142857143,130.11410086428572,43435.73533333333,3335.3153333333335,149.242597453
2022-01-25,36975.91,37552.3,35722.43,2459.84,2511.19,2350.0,94.72035217,99.70123291,87.75712585,40317.88,2963.5157142857142,126.86670793714286,42986.85833333333,3280.6686666666665,145.96257832866667
2022-01-26,36829.32,38946.0,36279.21,2463.78,2725.6,2402.72,92.23804474,103.72155762,89.80755615,39810.438571428575,2898.4535714285716,122.61920329428571,42521.462,3227.3753333333334,142.437155406
2022-01-27,37208.36,37251.0,35511.32,2425.24,2525.1,2317.0,89.63249207,94.05999756,86.18603516,39427.32571428571,2840.1264285714287,118.592235565,42071.137,3173.6366666666668,138.91058832866668
2022-01-28,37748.36,38022.11,36173.98,2547.4,2559.84,2360.0,91.31289673,93.3646698,87.57424164,39044.89785714286,2785.739285714286,114.67465482428571,41744.639,3132.114,136.040163931
2022-01-29,38192.65,38741.67,37327.79,2603.89,2637.17,2522.72,96.22348785,98.61104584,90.96379852,38694.22928571429,2733.895,110.99053410071429,41468.282,3097.987666666667,133.55902811733333
2022-01-30,37941.82,38378.88,37372.59,2602.37,2640.26,2543.64,93.29767609,97.29832458,91.70702362,38325.237857142856,2680.4821428571427,107.09347370642857,41161.319,3061.006,130.91057764733333
2022-01-31,38491.92,38776.33,36631.66,2688.91,2708.16,2479.78,99.7388382,100.72507477,89.58599091,38056.44142857143,2643.174285714286,104.22296142571429,40903.904,3028.0696666666668,128.558569845
2022-02-01,38733.04,39285.0,38033.78,2791.04,2815.0,2676.98,109.97898102,112.98012543,99.4778595,37796.13,2616.602857142857,101.96523230428572,40602.424666666666,2995.5,126.27393773433333
2022-02-02,36923.5,38883.96,36618.36,2682.3,2812.44,2608.78,101.83760071,111.95736694,97.7355957,37456.150714285715,2587.9728571428573,99.53989028928571,40285.21166666667,2959.4133333333334,123.991932933
2022-02-03,37320.11,37391.74,36264.55,2697.56,2728.31,2570.21,101.45903778,102.66846466,94.63531494,37212.155,2566.4035714285715,97.70087269357143,40001.882,2923.1106666666665,121.77593739866667
2022-02-04,41579.57,41760.39,37064.28,2997.77,2997.77,2674.54,112.17424774,112.41033173,100.67737579,37575.305714285714,2597.06,97.71574347357142,39940.007666666665,2905.081,120.34508794166666
2022-02-05,41427.72,41983.12,40975.0,3016.45,3064.96,2961.48,113.89430237,118.21311951,110.53406525,38027.92071428571,2640.2321428571427,99.12402452785715,39884.345,2892.0176666666666,119.12718633033333
2022-02-06,42420.24,42701.86,41141.81,3058.17,3076.0,2952.99,115.29975891,115.8664856,112.18635559,38465.53642857143,2677.010714285714,100.24699129428572,39913.831,2887.4223333333334,118.42375106833333
2022-02-07,43869.04,44524.18,41682.11,3142.24,3190.0,2995.0,117.35514832,121.55403137,113.14046478,38975.82571428571,2726.925714285714,102.08306176428572,39986.44,2889.460666666667,117.58514073733333
2022-02-08,44091.56,45501.0,42701.19,3120.91,3235.52,3028.43,113.59548187,119.96955109,110.24194336,39484.08642857143,2774.145,103.43128531428572,40060.29833333333,2888.4383333333335,116.67702331566667
2022-02-09,44426.84,44865.72,43164.0,3247.46,3275.14,3057.69,114.01937866,116.82732391,109.97865295,40026.76642857143,2830.122142857143,104.98709488,40146.34566666667,2893.915,115.945837911
2022-02-10,43524.6,45850.0,43209.07,3076.07,3284.64,3058.91,106.20280457,114.78842163,106.20280457,40477.92642857143,2876.61,106.17068863,40172.632333333335,2888.3593333333333,114.81313629166667
2022-02-11,42406.19,43969.72,41983.12,2928.66,3140.59,2878.78,96.38188171,107.84539032,95.60428619,40810.62857142857,2903.842857142857,106.53275898571428,40121.722,2873.493,112.96909535733333
2022-02-12,42241.11,43034.0,41740.06,2916.9,2988.06,2858.16,95.91820526,99.55365753,93.49864197,41099.80428571429,2926.200714285714,106.51095308642857,40110.69433333333,2862.662333333333,111.29936752333333
2022-02-13,42077.74,42779.6,41882.54,2872.78,2955.58,2836.0,93.24410248,97.2062149,91.81570435,41395.22714285714,2945.5157142857142,106.5071264,40076.54066666667,2848.1276666666668,109.53553670266666
2022-02-14,42540.3,42871.68,41575.0,2936.13,2966.47,2830.15,96.43327332,97.74172974,91.20769501,41684.397142857146,2963.174285714286,106.27101462285714,40057.817,2835.008333333333,107.823273214
2022-02-15,44582.48,44785.66,42469.96,3187.28,3199.05,2914.25,104.87330627,105.29197693,96.4332962,42102.21428571428,2991.477142857143,105.90632356928572,40106.97633333333,2829.579333333333,106.39049936933333
2022-02-16,43901.48,44590.75,43312.83,3123.24,3191.52,3045.86,101.93289948,105.34634399,98.58037567,42600.64142857143,3022.9728571428573,105.91313062428571,40161.85666666667,2826.6466666666665,105.12406234766667
2022-02-17,40556.11,44204.78,40088.88,2899.88,3163.98,2854.15,93.41042328,102.63293457,92.67624664,42831.78428571429,3037.424285714286,105.33822958857142,40101.147,2817.8746666666666,103.51817016633333
2022-02-18,39996.99,40996.31,39450.0,2782.72,2946.7,2753.17,90.06546021,96.20182037,89.70610809,42718.74285714285,3022.0635714285713,103.75903047928571,40044.939666666665,2807.8613333333333,101.99393920933333
2022-02-19,40109.02,40471.27,39587.08,2764.6,2830.89,2696.0,91.4966507,92.54096222,88.95311737,42624.55,3004.074285714286,102.15919821714286,40024.03866666667,2800.030333333333,100.80365142866667
2022-02-20,38373.9,40151.62,37974.18,2620.8,2764.6,2575.49,90.90141296,93.32028198,86.0174408,42335.525714285715,2972.8335714285713,100.41645922071429,40086.653333333335,2801.771,100.10149663333333
2022-02-21,37076.6,39494.11,36810.72,2571.59,2762.76,2560.59,83.12316132,95.90409088,83.11844635,41850.35142857143,2932.072857142857,97.97131729214286,40152.83633333333,2807.0893333333333,99.732989757
2022-02-22,38269.94,38463.88,36368.99,2638.75,2667.39,2501.0,86.46538544,87.16397858,81.20485687,41434.52142857143,2897.632857142857,96.03345326142858,40218.71366666667,2810.272,99.29589513233333
2022-02-23,37274.18,39303.24,37060.16,2579.62,2755.32,2577.06,84.90278625,92.73844147,84.90278625,40923.61714285714,2849.93,93.95369666071429,40237.02,2814.8116666666665,99.070982616
2022-02-24,38376.88,39720.0,34324.05,2599.04,2735.01,2300.0,89.19474792,92.27939606,76.85957336,40555.922857142854,2815.8564285714288,92.73883547142857,40283.719,2819.451666666667,98.88679580766667
2022-02-25,39231.64,39727.97,38027.61,2769.95,2837.68,2574.0,92.59882355,94.77780914,87.27616119,40329.169285714284,2804.52,92.46861703142856,40363.79633333333,2829.6573333333336,98.898821768
2022-02-26,39146.66,40330.99,38600.0,2779.62,2882.26,2728.58,90.14156342,94.60433197,89.75767517,40108.137142857144,2794.714285714286,92.05599975714286,40428.40633333333,2841.47,98.915790813
2022-02-27,37712.68,39886.92,37015.74,2617.97,2835.73,2558.9,85.5190506,91.98943329,84.49292755,39796.34714285714,2776.5135714285716,91.50421033714285,40427.217,2843.8223333333335,98.72266260866667
2022-02-28,43178.98,44256.08,37468.99,2925.52,2956.09,2570.0,99.5203476,101.04179382,84.57584381,39841.967142857146,2775.7557142857145,91.72471564285715,40593.428,2854.5433333333335,98.83255793366666
2022-03-01,44443.96,44981.22,42847.85,2976.32,3039.78,2853.08,98.65355682,101.55915833,94.89342499,39832.072857142855,2760.687142857143,91.280447825,40810.166,2867.008333333333,99.01108729133334
2022-03-02,43936.72,45332.38,43350.0,2950.57,3045.71,2914.87,100.64963531,105.98477173,97.10579681,39834.59,2748.3535714285713,91.18878609857143,40991.65933333333,2875.7303333333334,99.041447195
2022-03-03,42476.26,44118.53,41832.34,2834.57,2970.29,2784.54,95.53919983,101.42726898,94.37796021,39971.74357142857,2743.6885714285713,91.34084156642857,41116.433333333334,2877.1813333333334,98.56012115533333
2022-03-04,39175.56,42540.57,38590.95,2622.44,2836.47,2577.09,88.24597931,95.70812988,87.55444336,39913.07,2732.24,91.210878645,41191.502,2875.186,98.10706710866667
2022-03-05,39416.79,39620.3,38600.3,2666.4,2686.64,2590.0,89.64784241,91.03617859,86.28884125,39863.625,2725.2257142857143,91.07882091,41261.39133333333,2874.1473333333333,97.71336059633333
2022-03-06,38438.89,39701.0,38100.0,2549.4,2675.07,2533.06,84.54218292,89.86537933,84.32964325,39868.26714285714,2720.1257142857144,90.62459019285714,41156.702,2859.201666666667,96.792291769
2022-03-07,38016.47,39557.26,37169.52,2493.23,2648.39,2444.75,82.13006592,86.48308563,80.31684875,39935.400714285715,2714.5285714285715,90.55365480714286,41042.99366666667,2841.761,95.73348388733334
2022-03-08,38753.65,39377.0,37885.05,2577.82,2624.56,2481.11,82.25476074,84.7798996,81.54011536,39969.95142857143,2710.1764285714285,90.2528959,40920.774,2825.749333333333,94.63198394833333
2022-03-09,41960.02,42591.68,38667.65,2728.45,2774.64,2568.16,88.20206451,89.48204803,82.20623779,40304.654285714285,2720.807142857143,90.48855863285715,40857.14,2811.9563333333335,93.660214488
2022-03-10,39444.45,42053.95,38545.19,2609.54,2733.75,2546.81,82.93908691,88.45394897,81.01934052,40380.90928571429,2721.557142857143,90.04172570357143,40702.236333333334,2794.9106666666667,92.638334656
2022-03-11,38729.79,40237.22,38244.76,2557.64,2678.28,2524.21,80.74499512,84.05066681,80.28123474,40345.06285714286,2706.392142857143,89.19502367285715,40512.33466666667,2771.9166666666665,91.529188538
2022-03-12,38822.02,39458.58,38653.89,2569.16,2614.7,2554.38,81.55381775,82.66375732,80.7220993,40321.874285714286,2691.3592857142858,88.58161326785714,40355.582,2755.0196666666666,90.707555644
2022-03-13,37790.54,39312.5,37595.62,2516.85,2602.59,2493.0,78.9360733,82.88303375,78.0043869,40327.43571428571,2684.1364285714285,88.11140060357143,40201.727,2741.2926666666667,90.126028697
2022-03-14,39665.71,39913.42,37567.19,2590.89,2609.41,2499.8,81.17333984,82.0993042,78.27435303,40076.487857142856,2660.2342857142858,86.80090004928572,40115.880333333334,2730.4256666666665,89.634533183
2022-03-15,39302.7,39896.13,38142.35,2619.62,2670.41,2511.61,82.95508575,85.51931,79.07177734,39709.255,2634.7557142857145,85.67958068714286,40023.379,2721.987,89.29156595866667
2022-03-16,41142.76,41693.97,38865.67,2775.55,2791.0,2574.89,87.90362549,87.90362549,81.65324402,39509.686428571425,2622.2542857142857,84.76915141428572,39976.79433333333,2716.6343333333334,89.00724436433333
2022-03-17,40963.22,41497.24,40449.06,2815.51,2840.49,2744.06,87.87684631,90.75728607,86.75122833,39401.61214285714,2620.8928571428573,84.22184044857143,39856.15233333333,2704.242,88.440695699
2022-03-18,41794.37,42362.0,40068.88,2940.06,2987.47,2766.45,89.82203674,91.84861755,84.63697815,39588.67,2643.58,84.33441597928571,39785.91533333333,2698.136,88.03700027433334
2022-03-19,42235.31,42405.01,41553.88,2949.68,2986.98,2888.88,92.41815186,94.36089325,89.39261627,39789.99285714285,2663.8142857142857,84.53229522571428,39841.888666666666,2699.796,88.00392456033333
2022-03-20,41242.14,42324.06,40930.2,2859.93,2964.99,2817.65,88.61486053,92.43592072,88.15045929,39990.225,2685.995,84.82320076928572,39883.39366666667,2702.3696666666665,87.95557123766666
2022-03-21,41043.14,41588.7,40516.86,2895.38,2962.79,2833.3,88.75720215,91.01198578,87.2076416,40206.415714285715,2714.72,85.29656764285714,39914.531,2706.729,87.864256286
2022-03-22,42393.41,43337.41,40901.13,2971.39,3052.78,2887.67,90.51296997,93.76680756,88.1827774,40466.39857142857,2742.832142857143,85.88643973071429,40048.51466666667,2718.4153333333334,87.85130818633333
2022-03-23,42925.41,43021.73,41779.11,3037.54,3047.06,2921.79,95.10268402,96.05184174,89.8114624,40535.355,2764.91,86.37934112428572,40243.475,2733.947,88.25062560966667
2022-03-24,44025.99,44240.0,42636.54,3112.23,3130.0,3003.75,102.22369385,103.45579529,94.06550598,40862.60785714286,2800.816428571429,87.75681304857143,40435.34333333333,2749.7296666666666,88.77590255666667
2022-03-25,44320.6,45137.12,43616.88,3106.13,3195.49,3078.33,98.65810394,104.58296204,97.31824493,41261.95142857143,2839.9942857142855,89.03632082142857,40670.224,2767.28,89.23441314633334
2022-03-26,44535.65,44815.31,44101.0,3147.22,3154.76,3087.2,101.76418304,103.193573,97.8296814,41670.06785714286,2881.2842857142855,90.47991834214285,40875.51633333333,2785.5526666666665,89.653394317
2022-03-27,46864.39,46950.0,44456.9,3298.06,3300.0,3128.87,107.08422089,107.29871368,99.26909637,42318.2,2937.085,92.49050031285714,41129.941333333336,2803.1563333333334,90.136240895
2022-03-28,47152.38,48234.0,46672.25,3334.5,3436.32,3275.87,106.46525574,113.1759491,105.47787476,42852.96214285714,2990.2,94.29706573428571,41396.79866666667,2821.6523333333334,90.68036397233334
2022-03-29,47459.03,48128.87,46941.84,3401.94,3483.98,3332.98,111.71031189,115.27571869,105.99919128,43435.55714285714,3046.08,96.35101045857142,41721.677,2847.7846666666665,91.55340601533334
2022-03-30,47068.08,47721.41,46572.15,3386.7,3448.63,3335.0,120.69948578,124.60500336,107.76725769,43858.794285714284,3089.7335714285714,98.69357190785715,41851.31366666667,2863.1573333333336,92.259377288
2022-03-31,45517.27,47624.18,45234.0,3281.76,3446.31,3262.29,122.66146088,128.93011475,120.1978302,44184.08357142857,3123.037142857143,101.17818723428572,41887.09066666667,2873.3386666666665,93.05964075666667
2022-04-01,46307.81,46739.81,44244.0,3457.98,3482.0,3210.91,134.43093872,137.55841064,118.78791046,44506.47214285714,3160.0314285714285,104.36453737571429,41966.127,2890.2523333333334,94.18568420366667
